customer_id,rec,frec,val_mon
CS2191,34.0,7,497
CS2192,153.0,3,207
CS2193,22.0,4,288
CS2194,36.0,7,573
CS2195,14.0,5,297
CS2196,65.0,3,234
CS2197,118.0,3,192
CS2198,82.0,5,352
CS2199,73.0,9,553
CS2200,36.0,4,270
CS2201,12.0,2,94
CS2202,45.0,4,265
CS2203,4.0,3,196
CS2204,33.0,3,225
CS2205,60.0,8,523
CS2206,17.0,5,397
CS2207,23.0,7,514
CS2208,43.0,4,239
CS2209,139.0,4,287
CS2210,97.0,4,280
CS2211,161.0,5,363
CS2212,116.0,4,274
CS2213,2.0,8,499
CS2214,69.0,4,204
CS2215,30.0,9,656
CS2216,201.0,4,268
CS2217,21.0,5,358
CS2218,22.0,3,227
CS2219,31.0,4,325
CS2220,32.0,8,517
CS2221,55.0,6,390
CS2222,57.0,3,240
CS2223,4.0,9,634
CS2224,86.0,4,345
CS2225,88.0,4,333
CS2226,8.0,6,442
CS2227,28.0,7,375
CS2228,11.0,7,493
CS2229,22.0,6,440
CS2230,58.0,3,222
CS2231,57.0,6,486
CS2232,197.0,3,171
CS2233,16.0,4,296
CS2234,86.0,3,215
CS2235,32.0,5,324
CS2236,37.0,5,368
CS2237,27.0,10,730
CS2238,1.0,3,268
CS2239,259.0,5,263
CS2240,115.0,4,259
CS2241,3.0,7,501
CS2242,104.0,3,201
CS2243,22.0,5,321
CS2244,39.0,11,854
CS2245,22.0,7,509
CS2246,8.0,5,365
CS2247,8.0,5,288
CS2248,61.0,6,438
CS2249,54.0,4,244
CS2250,10.0,4,293
CS2251,14.0,7,515
CS2252,35.0,8,571
CS2253,57.0,6,464
CS2254,102.0,5,305
CS2255,10.0,6,460
CS2256,36.0,3,182
CS2257,80.0,5,429
CS2258,166.0,6,472
CS2259,29.0,4,275
CS2260,42.0,3,190
CS2261,249.0,2,112
CS2262,115.0,5,384
CS2263,40.0,6,433
CS2264,43.0,7,515
CS2265,65.0,4,272
CS2266,22.0,5,317
CS2267,65.0,5,366
CS2268,69.0,1,103
CS2269,7.0,11,742
CS2270,135.0,3,201
CS2271,8.0,8,574
CS2272,42.0,7,523
CS2273,71.0,8,631
CS2274,23.0,4,263
CS2275,31.0,7,492
CS2276,160.0,4,249
CS2277,254.0,4,323
CS2278,210.0,6,383
CS2279,39.0,5,279
CS2280,82.0,7,404
CS2282,67.0,5,342
CS2283,16.0,2,166
CS2284,106.0,8,543
CS2285,8.0,10,818
CS2287,42.0,6,462
CS2288,36.0,8,516
CS2289,160.0,7,464
CS2290,4.0,6,416
CS2291,4.0,8,636
CS2292,132.0,8,544
CS2293,46.0,6,303
CS2294,13.0,8,601
CS2295,137.0,3,230
CS2296,32.0,9,651
CS2297,74.0,3,242
CS2298,40.0,9,703
CS2299,72.0,2,161
CS2300,84.0,4,318
CS2301,107.0,1,69
CS2302,83.0,3,204
CS2303,56.0,7,537
CS2304,11.0,3,238
CS2305,21.0,6,397
CS2306,55.0,4,277
CS2308,77.0,4,237
CS2309,47.0,5,303
CS2310,29.0,7,473
CS2311,73.0,3,277
CS2312,110.0,5,392
CS2313,11.0,5,315
CS2314,55.0,7,407
CS2315,180.0,2,118
CS2316,4.0,14,954
CS2317,13.0,4,276
CS2318,115.0,6,406
CS2319,108.0,5,267
CS2320,52.0,7,492
CS2321,204.0,4,358
CS2322,35.0,5,374
CS2323,33.0,4,307
CS2324,30.0,3,223
CS2325,65.0,3,237
CS2326,24.0,2,88
CS2327,21.0,5,357
CS2328,25.0,7,528
CS2329,105.0,2,140
CS2330,151.0,3,209
CS2331,10.0,10,742
CS2332,288.0,2,156
CS2333,15.0,6,520
CS2334,77.0,5,347
CS2335,234.0,3,179
CS2336,23.0,7,555
CS2337,6.0,7,539
CS2338,1.0,11,797
CS2339,69.0,4,222
CS2340,52.0,6,502
CS2341,27.0,7,455
CS2342,62.0,3,196
CS2343,101.0,6,389
CS2344,59.0,6,417
CS2345,9.0,7,506
CS2346,41.0,4,265
CS2347,5.0,7,395
CS2348,143.0,10,651
CS2349,26.0,7,470
CS2350,19.0,8,466
CS2351,65.0,6,465
CS2352,162.0,4,252
CS2353,113.0,5,295
CS2354,13.0,7,533
CS2355,130.0,2,163
CS2356,198.0,2,111
CS2357,2.0,6,518
CS2358,239.0,4,282
CS2359,33.0,7,510
CS2360,39.0,3,191
CS2361,91.0,5,387
CS2362,66.0,8,601
CS2363,19.0,6,404
CS2364,23.0,8,546
CS2365,78.0,6,423
CS2366,17.0,5,319
CS2367,82.0,4,283
CS2368,8.0,6,398
CS2369,48.0,7,511
CS2370,11.0,7,443
CS2371,53.0,3,215
CS2372,21.0,6,438
CS2373,155.0,5,320
CS2374,142.0,4,269
CS2375,33.0,8,570
CS2376,208.0,3,173
CS2377,64.0,8,624
CS2378,35.0,9,553
CS2379,48.0,4,321
CS2380,106.0,3,285
CS2381,48.0,6,408
CS2382,124.0,9,639
CS2383,33.0,5,295
CS2384,45.0,6,346
CS2385,67.0,5,324
CS2386,108.0,6,493
CS2387,159.0,7,543
CS2388,32.0,4,231
CS2389,50.0,6,452
CS2390,205.0,2,185
CS2391,29.0,7,489
CS2392,152.0,3,241
CS2393,17.0,5,363
CS2394,56.0,6,467
CS2395,161.0,5,322
CS2396,44.0,2,153
CS2397,70.0,3,217
CS2398,73.0,4,331
CS2399,49.0,5,313
CS2400,49.0,3,222
CS2401,23.0,3,238
CS2402,84.0,2,164
CS2403,86.0,8,493
CS2404,93.0,8,571
CS2405,69.0,1,44
CS2406,151.0,1,66
CS2407,29.0,7,476
CS2408,11.0,5,295
CS2409,211.0,3,174
CS2410,134.0,2,93
CS2411,155.0,7,521
CS2412,29.0,7,449
CS2413,45.0,3,280
CS2414,67.0,6,515
CS2415,42.0,4,292
CS2416,6.0,4,256
CS2417,62.0,5,349
CS2418,44.0,3,183
CS2419,63.0,7,568
CS2420,111.0,3,181
CS2421,107.0,5,268
CS2422,65.0,7,578
CS2423,6.0,6,428
CS2424,31.0,3,234
CS2425,11.0,10,729
CS2426,7.0,5,423
CS2427,2.0,9,705
CS2428,210.0,2,156
CS2429,137.0,5,319
CS2430,44.0,8,515
CS2431,129.0,2,181
CS2432,32.0,8,522
CS2433,70.0,10,630
CS2434,40.0,6,423
CS2435,182.0,1,98
CS2436,21.0,9,641
CS2437,58.0,8,678
CS2438,32.0,6,400
CS2439,32.0,9,698
CS2440,152.0,4,283
CS2441,27.0,6,404
CS2442,33.0,8,485
CS2443,11.0,9,610
CS2444,14.0,3,205
CS2445,4.0,7,458
CS2446,216.0,4,325
CS2447,216.0,2,163
CS2448,26.0,4,320
CS2449,45.0,6,442
CS2450,10.0,3,275
CS2451,21.0,2,110
CS2452,101.0,5,363
CS2453,115.0,2,173
CS2454,42.0,7,457
CS2455,32.0,8,494
CS2456,14.0,4,263
CS2457,120.0,5,334
CS2458,50.0,5,391
CS2459,104.0,10,700
CS2460,150.0,8,547
CS2461,72.0,5,257
CS2462,110.0,8,552
CS2463,14.0,3,295
CS2464,59.0,5,330
CS2465,23.0,4,328
CS2466,22.0,5,296
CS2467,41.0,4,185
CS2468,18.0,8,554
CS2469,31.0,5,349
CS2470,78.0,1,39
CS2471,132.0,3,198
CS2472,53.0,6,421
CS2473,17.0,5,317
CS2474,117.0,6,389
CS2475,9.0,7,465
CS2476,54.0,4,273
CS2477,7.0,3,202
CS2478,143.0,6,476
CS2479,39.0,5,384
CS2480,100.0,5,300
CS2481,111.0,5,261
CS2482,108.0,8,532
CS2483,107.0,5,354
CS2484,108.0,3,178
CS2485,32.0,6,476
CS2486,78.0,6,504
CS2487,1.0,6,390
CS2488,88.0,4,298
CS2489,187.0,3,206
CS2490,46.0,5,413
CS2491,46.0,6,384
CS2492,95.0,3,181
CS2493,2.0,8,537
CS2494,2.0,6,488
CS2495,34.0,7,450
CS2496,32.0,3,149
CS2497,296.0,3,218
CS2498,30.0,6,395
CS2499,15.0,8,578
CS2500,169.0,4,248
CS2501,28.0,7,430
CS2502,99.0,6,504
CS2503,169.0,2,99
CS2504,54.0,5,472
CS2505,119.0,3,248
CS2506,56.0,5,449
CS2507,213.0,4,250
CS2508,44.0,8,582
CS2509,357.0,2,148
CS2510,76.0,8,601
CS2511,46.0,3,137
CS2512,54.0,7,474
CS2513,124.0,6,502
CS2514,11.0,8,570
CS2515,29.0,7,449
CS2516,30.0,4,297
CS2517,70.0,3,201
CS2518,7.0,8,499
CS2519,9.0,9,715
CS2520,17.0,8,476
CS2521,45.0,7,434
CS2522,162.0,5,420
CS2523,94.0,2,148
CS2524,9.0,8,648
CS2525,60.0,11,826
CS2526,32.0,5,456
CS2527,29.0,4,313
CS2528,147.0,4,248
CS2529,36.0,6,450
CS2530,3.0,7,447
CS2531,123.0,4,301
CS2532,48.0,4,337
CS2533,11.0,7,458
CS2534,113.0,2,132
CS2535,72.0,4,284
CS2536,25.0,9,692
CS2537,31.0,6,387
CS2538,18.0,4,226
CS2539,76.0,5,407
CS2540,197.0,7,449
CS2541,157.0,8,538
CS2542,66.0,4,194
CS2543,55.0,2,159
CS2544,72.0,5,347
CS2545,58.0,3,246
CS2546,37.0,10,670
CS2547,25.0,4,280
CS2548,164.0,3,222
CS2549,72.0,3,260
CS2550,11.0,5,265
CS2551,24.0,4,321
CS2552,20.0,4,235
CS2553,157.0,6,394
CS2554,56.0,3,236
CS2555,1.0,6,435
CS2556,14.0,5,442
CS2557,6.0,3,236
CS2558,121.0,3,243
CS2560,126.0,3,163
CS2561,49.0,5,325
CS2562,12.0,4,287
CS2563,2.0,4,238
CS2564,57.0,3,222
CS2565,55.0,5,336
CS2566,119.0,8,620
CS2567,2.0,5,306
CS2568,6.0,8,510
CS2569,11.0,9,612
CS2570,134.0,1,65
CS2571,41.0,4,334
CS2572,66.0,4,310
CS2573,197.0,3,178
CS2574,34.0,5,306
CS2575,65.0,4,309
CS2577,9.0,5,378
CS2578,37.0,9,626
CS2579,9.0,10,736
CS2580,30.0,7,476
CS2581,55.0,5,381
CS2582,27.0,8,400
CS2583,52.0,6,403
CS2584,63.0,10,774
CS2585,1.0,6,491
CS2586,37.0,2,118
CS2587,23.0,5,336
CS2588,96.0,8,530
CS2589,53.0,7,482
CS2590,24.0,7,473
CS2591,51.0,5,376
CS2592,40.0,5,398
CS2593,17.0,3,230
CS2594,3.0,4,269
CS2595,18.0,8,489
CS2596,85.0,3,255
CS2597,66.0,5,334
CS2598,81.0,6,345
CS2599,31.0,4,260
CS2600,22.0,5,269
CS2601,20.0,7,501
CS2602,122.0,3,216
CS2603,37.0,8,562
CS2604,49.0,5,353
CS2605,88.0,5,363
CS2606,22.0,3,243
CS2607,10.0,6,454
CS2608,63.0,3,129
CS2609,50.0,8,551
CS2610,60.0,11,833
CS2611,49.0,5,375
CS2612,80.0,6,435
CS2613,27.0,7,470
CS2614,38.0,4,219
CS2615,25.0,10,612
CS2616,1.0,3,196
CS2617,158.0,4,262
CS2618,201.0,3,291
CS2619,67.0,6,504
CS2620,143.0,6,403
CS2621,70.0,8,567
CS2622,33.0,5,383
CS2623,16.0,4,279
CS2624,38.0,5,276
CS2625,122.0,3,205
CS2626,173.0,3,253
CS2627,20.0,7,569
CS2628,33.0,9,700
CS2629,103.0,2,130
CS2630,115.0,5,344
CS2631,2.0,2,163
CS2632,132.0,1,73
CS2633,111.0,2,146
CS2634,142.0,5,454
CS2635,55.0,4,279
CS2636,7.0,5,299
CS2637,59.0,6,470
CS2638,6.0,10,746
CS2639,44.0,7,467
CS2640,48.0,5,372
CS2641,83.0,3,186
CS2642,233.0,2,147
CS2643,167.0,7,487
CS2644,26.0,9,694
CS2645,23.0,1,51
CS2646,26.0,7,370
CS2647,4.0,12,1019
CS2648,26.0,2,114
CS2649,107.0,1,70
CS2650,244.0,3,206
CS2651,70.0,5,406
CS2652,109.0,7,504
CS2653,93.0,5,324
CS2654,57.0,3,233
CS2655,32.0,9,587
CS2656,46.0,7,467
CS2657,41.0,6,430
CS2658,28.0,7,504
CS2659,18.0,5,276
CS2660,37.0,4,222
CS2661,121.0,3,165
CS2662,18.0,8,524
CS2663,8.0,11,901
CS2664,63.0,7,580
CS2665,24.0,7,462
CS2666,124.0,3,234
CS2667,30.0,3,238
CS2668,79.0,4,350
CS2669,58.0,10,660
CS2670,7.0,3,211
CS2671,40.0,5,417
CS2672,7.0,7,599
CS2673,2.0,5,396
CS2674,118.0,4,255
CS2675,86.0,6,441
CS2676,90.0,4,295
CS2677,152.0,5,352
CS2678,112.0,2,141
CS2679,82.0,8,424
CS2680,68.0,4,233
CS2681,41.0,4,254
CS2682,15.0,7,440
CS2683,46.0,6,424
CS2684,86.0,3,257
CS2685,9.0,6,457
CS2686,33.0,3,226
CS2687,10.0,7,320
CS2688,43.0,3,190
CS2689,28.0,4,334
CS2690,29.0,8,530
CS2691,293.0,2,150
CS2692,30.0,9,675
CS2693,47.0,6,410
CS2694,184.0,3,178
CS2695,101.0,7,492
CS2696,106.0,3,203
CS2697,4.0,5,357
CS2698,7.0,3,186
CS2699,75.0,5,317
CS2700,38.0,7,574
CS2701,32.0,1,44
CS2702,62.0,7,388
CS2703,12.0,7,427
CS2704,42.0,11,731
CS2705,97.0,3,204
CS2706,115.0,4,334
CS2707,3.0,8,571
CS2708,16.0,8,609
CS2709,10.0,3,214
CS2710,8.0,5,371
CS2711,188.0,1,87
CS2712,7.0,4,303
CS2713,26.0,7,488
CS2714,38.0,7,477
CS2715,2.0,7,523
CS2716,55.0,6,508
CS2717,179.0,2,157
CS2718,134.0,2,157
CS2719,200.0,6,411
CS2720,117.0,5,288
CS2721,25.0,7,569
CS2722,50.0,7,497
CS2723,42.0,8,516
CS2724,259.0,3,267
CS2725,167.0,4,255
CS2726,23.0,5,239
CS2727,39.0,9,523
CS2728,88.0,5,316
CS2729,77.0,9,631
CS2730,350.0,1,55
CS2731,17.0,11,936
CS2732,34.0,5,398
CS2733,42.0,6,358
CS2734,74.0,6,366
CS2735,4.0,4,347
CS2736,15.0,7,520
CS2737,29.0,2,105
CS2738,114.0,7,507
CS2739,105.0,6,489
CS2740,198.0,3,244
CS2741,9.0,7,466
CS2742,101.0,7,395
CS2743,126.0,4,218
CS2744,39.0,6,427
CS2745,28.0,5,351
CS2746,5.0,4,276
CS2747,70.0,8,597
CS2748,109.0,6,450
CS2749,28.0,6,411
CS2750,23.0,2,122
CS2751,42.0,5,331
CS2752,114.0,3,142
CS2753,23.0,2,130
CS2754,70.0,6,538
CS2755,20.0,11,599
CS2756,128.0,6,368
CS2757,55.0,4,295
CS2758,16.0,6,406
CS2759,69.0,5,293
CS2760,39.0,2,91
CS2761,35.0,4,248
CS2762,217.0,4,234
CS2763,1.0,5,366
CS2764,57.0,6,421
CS2765,13.0,10,710
CS2766,11.0,5,434
CS2767,2.0,7,560
CS2768,47.0,4,348
CS2769,14.0,6,463
CS2770,3.0,5,349
CS2771,71.0,4,343
CS2772,272.0,2,122
CS2773,12.0,8,458
CS2774,65.0,3,216
CS2775,18.0,5,354
CS2776,33.0,8,644
CS2777,234.0,4,277
CS2778,87.0,5,389
CS2779,68.0,4,280
CS2780,31.0,7,537
CS2781,26.0,2,154
CS2782,77.0,9,645
CS2783,33.0,11,698
CS2784,87.0,5,391
CS2785,38.0,5,341
CS2786,25.0,9,581
CS2787,11.0,8,611
CS2788,55.0,4,287
CS2789,51.0,7,551
CS2790,122.0,6,396
CS2791,15.0,4,278
CS2792,8.0,5,366
CS2793,51.0,6,460
CS2794,5.0,6,526
CS2795,19.0,5,421
CS2796,3.0,6,450
CS2797,207.0,5,298
CS2798,78.0,4,301
CS2799,8.0,2,176
CS2800,72.0,1,76
CS2801,43.0,7,413
CS2802,30.0,5,303
CS2803,128.0,6,433
CS2804,27.0,5,374
CS2805,34.0,3,189
CS2806,148.0,3,186
CS2807,62.0,5,306
CS2808,169.0,7,385
CS2809,14.0,6,423
CS2810,90.0,4,273
CS2811,144.0,4,224
CS2812,21.0,4,302
CS2813,76.0,7,499
CS2814,24.0,5,343
CS2815,37.0,2,149
CS2816,11.0,5,299
CS2817,68.0,2,131
CS2818,11.0,9,606
CS2819,24.0,6,415
CS2820,151.0,6,476
CS2821,19.0,10,630
CS2822,47.0,5,409
CS2823,19.0,6,447
CS2824,4.0,7,422
CS2825,21.0,5,309
CS2826,143.0,4,236
CS2827,74.0,2,109
CS2828,49.0,9,687
CS2829,52.0,7,540
CS2830,99.0,10,732
CS2831,47.0,7,518
CS2832,25.0,7,377
CS2833,4.0,9,683
CS2834,28.0,7,481
CS2835,166.0,5,387
CS2836,35.0,6,409
CS2837,21.0,9,589
CS2838,251.0,4,308
CS2839,91.0,7,456
CS2840,43.0,10,633
CS2841,219.0,1,48
CS2842,20.0,6,473
CS2843,169.0,6,424
CS2844,190.0,2,107
CS2845,74.0,6,416
CS2846,8.0,4,278
CS2847,97.0,4,246
CS2848,67.0,3,180
CS2849,67.0,6,301
CS2850,27.0,4,282
CS2851,182.0,2,131
CS2852,154.0,2,130
CS2853,42.0,10,744
CS2854,18.0,9,575
CS2855,92.0,8,520
CS2856,60.0,4,264
CS2857,137.0,2,94
CS2858,50.0,4,260
CS2859,18.0,3,203
CS2860,173.0,3,194
CS2861,11.0,5,416
CS2862,24.0,6,401
CS2863,134.0,7,433
CS2864,57.0,8,534
CS2865,38.0,4,312
CS2866,18.0,7,466
CS2867,22.0,6,427
CS2868,49.0,7,546
CS2869,28.0,10,676
CS2870,48.0,8,592
CS2871,146.0,5,318
CS2872,2.0,10,726
CS2873,17.0,7,480
CS2874,71.0,3,262
CS2875,21.0,5,343
CS2876,16.0,2,144
CS2877,2.0,8,637
CS2878,72.0,5,328
CS2879,87.0,5,296
CS2880,80.0,3,177
CS2881,179.0,8,621
CS2882,235.0,2,113
CS2883,183.0,7,562
CS2884,1.0,4,311
CS2885,31.0,9,698
CS2886,105.0,8,452
CS2887,35.0,7,443
CS2888,192.0,3,204
CS2889,37.0,5,354
CS2890,69.0,7,486
CS2891,57.0,8,551
CS2892,175.0,4,300
CS2893,6.0,11,737
CS2894,18.0,4,297
CS2895,19.0,4,247
CS2896,49.0,7,610
CS2897,28.0,3,139
CS2898,35.0,3,203
CS2899,15.0,8,651
CS2900,11.0,7,457
CS2901,191.0,3,231
CS2902,110.0,5,369
CS2903,154.0,6,431
CS2904,7.0,8,607
CS2905,87.0,6,456
CS2906,58.0,5,437
CS2907,33.0,9,742
CS2908,66.0,3,204
CS2909,33.0,2,85
CS2910,12.0,6,266
CS2911,35.0,8,519
CS2912,86.0,5,372
CS2913,215.0,2,150
CS2914,88.0,8,552
CS2915,86.0,9,684
CS2916,64.0,9,680
CS2917,2.0,8,629
CS2918,10.0,6,476
CS2919,21.0,5,318
CS2920,8.0,7,359
CS2921,54.0,5,259
CS2922,6.0,7,438
CS2923,196.0,2,153
CS2924,6.0,2,173
CS2925,3.0,7,569
CS2926,26.0,4,296
CS2927,14.0,5,312
CS2928,141.0,2,153
CS2929,1.0,7,473
CS2930,49.0,4,286
CS2931,6.0,5,383
CS2932,112.0,5,288
CS2933,161.0,2,140
CS2934,18.0,8,565
CS2935,11.0,7,508
CS2936,63.0,5,335
CS2937,15.0,7,485
CS2938,94.0,4,253
CS2939,25.0,5,354
CS2940,88.0,2,80
CS2941,313.0,1,94
CS2942,71.0,2,85
CS2943,11.0,8,596
CS2944,225.0,3,252
CS2945,9.0,11,801
CS2946,12.0,6,428
CS2947,130.0,4,296
CS2948,196.0,2,170
CS2949,102.0,6,338
CS2950,48.0,5,296
CS2951,198.0,4,234
CS2952,44.0,5,370
CS2953,54.0,5,294
CS2954,49.0,4,339
CS2955,30.0,4,271
CS2956,7.0,6,397
CS2957,64.0,6,413
CS2958,107.0,4,265
CS2959,15.0,8,564
CS2960,36.0,8,628
CS2961,54.0,5,384
CS2962,1.0,8,526
CS2963,82.0,6,433
CS2964,97.0,5,377
CS2965,163.0,3,182
CS2966,194.0,3,159
CS2967,1.0,4,286
CS2968,53.0,5,354
CS2969,10.0,5,400
CS2970,10.0,6,429
CS2971,189.0,4,311
CS2972,202.0,4,269
CS2973,187.0,2,184
CS2974,82.0,7,553
CS2975,55.0,4,290
CS2976,204.0,4,323
CS2977,11.0,4,275
CS2978,120.0,1,85
CS2979,3.0,5,334
CS2980,168.0,3,254
CS2981,109.0,5,405
CS2982,83.0,10,673
CS2983,12.0,7,451
CS2984,52.0,9,570
CS2985,227.0,1,94
CS2986,81.0,3,222
CS2987,89.0,5,308
CS2988,19.0,5,411
CS2989,10.0,5,342
CS2990,95.0,7,515
CS2991,8.0,10,749
CS2992,170.0,3,176
CS2993,74.0,2,142
CS2994,43.0,6,402
CS2995,40.0,3,182
CS2996,98.0,12,772
CS2997,110.0,4,372
CS2998,35.0,7,546
CS2999,150.0,3,204
CS3000,9.0,6,386
CS3001,235.0,1,80
CS3002,44.0,6,388
CS3003,27.0,1,78
CS3004,2.0,5,372
CS3005,65.0,9,740
CS3006,14.0,5,340
CS3007,284.0,1,55
CS3008,32.0,7,463
CS3009,8.0,6,383
CS3010,1.0,7,427
CS3011,93.0,10,647
CS3012,42.0,5,364
CS3013,8.0,11,788
CS3014,81.0,3,178
CS3015,13.0,5,276
CS3016,326.0,1,74
CS3017,257.0,3,177
CS3018,289.0,4,252
CS3019,44.0,6,348
CS3020,11.0,5,356
CS3021,74.0,4,304
CS3022,59.0,3,247
CS3023,72.0,6,426
CS3024,131.0,5,391
CS3025,79.0,4,286
CS3026,35.0,7,473
CS3027,36.0,2,185
CS3028,15.0,9,648
CS3029,73.0,7,580
CS3030,45.0,3,212
CS3031,26.0,3,173
CS3032,12.0,5,362
CS3033,128.0,4,246
CS3034,85.0,4,283
CS3035,126.0,6,412
CS3036,29.0,5,310
CS3037,52.0,6,382
CS3038,29.0,7,545
CS3039,25.0,3,265
CS3040,21.0,6,506
CS3041,6.0,10,610
CS3042,35.0,4,282
CS3043,105.0,6,441
CS3044,5.0,3,208
CS3045,60.0,5,399
CS3046,63.0,8,666
CS3047,69.0,4,297
CS3048,47.0,2,145
CS3049,15.0,2,95
CS3050,101.0,6,354
CS3051,114.0,4,217
CS3052,41.0,7,492
CS3053,62.0,3,220
CS3054,22.0,4,336
CS3055,62.0,11,718
CS3056,127.0,3,174
CS3057,102.0,3,176
CS3058,13.0,6,409
CS3059,90.0,5,298
CS3060,109.0,4,285
CS3061,63.0,7,509
CS3062,58.0,8,575
CS3063,106.0,6,413
CS3065,130.0,5,284
CS3066,83.0,3,177
CS3067,18.0,6,447
CS3068,55.0,9,617
CS3069,48.0,4,268
CS3070,51.0,7,481
CS3071,23.0,8,645
CS3072,60.0,5,392
CS3073,32.0,4,262
CS3074,68.0,1,77
CS3075,4.0,2,146
CS3076,24.0,5,317
CS3077,71.0,7,389
CS3078,7.0,4,207
CS3079,134.0,5,332
CS3080,14.0,6,349
CS3081,92.0,3,189
CS3082,80.0,7,557
CS3083,74.0,5,325
CS3084,302.0,2,179
CS3085,116.0,5,397
CS3086,41.0,8,580
CS3087,80.0,4,295
CS3088,195.0,2,178
CS3089,114.0,3,227
CS3090,81.0,3,198
CS3091,160.0,5,314
CS3092,85.0,4,282
CS3093,29.0,8,531
CS3094,272.0,1,105
CS3095,133.0,5,334
CS3096,52.0,4,323
CS3097,168.0,4,288
CS3098,205.0,2,73
CS3099,110.0,4,261
CS3100,14.0,5,382
CS3101,8.0,10,666
CS3102,116.0,3,195
CS3103,4.0,4,234
CS3104,157.0,2,111
CS3105,24.0,6,431
CS3106,149.0,5,345
CS3107,30.0,4,273
CS3108,268.0,3,154
CS3109,8.0,9,695
CS3110,122.0,6,457
CS3111,211.0,6,459
CS3112,121.0,2,98
CS3113,119.0,3,223
CS3114,172.0,7,451
CS3115,21.0,4,315
CS3116,23.0,7,625
CS3117,135.0,4,249
CS3118,15.0,10,749
CS3119,69.0,6,415
CS3120,48.0,5,293
CS3121,7.0,8,614
CS3122,32.0,4,226
CS3123,14.0,9,505
CS3124,120.0,3,234
CS3125,70.0,5,383
CS3126,157.0,5,309
CS3127,1.0,8,531
CS3128,88.0,8,478
CS3129,7.0,8,598
CS3130,22.0,11,754
CS3131,7.0,9,644
CS3132,5.0,6,499
CS3133,209.0,4,187
CS3134,142.0,4,266
CS3135,137.0,2,165
CS3136,68.0,7,401
CS3137,7.0,5,388
CS3138,141.0,3,175
CS3139,14.0,5,381
CS3140,207.0,2,149
CS3141,47.0,8,585
CS3142,30.0,7,550
CS3143,44.0,6,263
CS3144,32.0,9,653
CS3145,29.0,5,363
CS3146,7.0,3,209
CS3147,159.0,6,464
CS3148,274.0,2,187
CS3149,48.0,3,207
CS3150,19.0,5,352
CS3151,74.0,3,200
CS3152,92.0,4,215
CS3153,159.0,3,246
CS3154,99.0,3,239
CS3155,62.0,3,162
CS3156,130.0,7,509
CS3157,57.0,4,378
CS3158,112.0,6,359
CS3159,41.0,5,351
CS3160,118.0,2,145
CS3161,64.0,7,498
CS3162,17.0,6,343
CS3163,64.0,10,761
CS3164,110.0,5,391
CS3165,116.0,7,478
CS3166,15.0,8,626
CS3167,83.0,5,372
CS3168,31.0,6,374
CS3169,46.0,3,236
CS3170,138.0,6,421
CS3171,114.0,7,515
CS3172,79.0,4,274
CS3173,11.0,4,330
CS3174,51.0,6,431
CS3175,56.0,5,363
CS3176,11.0,7,295
CS3177,46.0,4,251
CS3178,44.0,7,525
CS3179,63.0,6,432
CS3180,120.0,5,360
CS3181,211.0,5,408
CS3182,25.0,6,398
CS3183,74.0,5,315
CS3184,25.0,5,391
CS3185,154.0,1,70
CS3186,92.0,2,165
CS3187,46.0,5,362
CS3188,90.0,5,375
CS3189,44.0,4,309
CS3190,58.0,5,340
CS3191,55.0,5,324
CS3192,80.0,3,224
CS3193,2.0,5,320
CS3194,17.0,5,365
CS3195,16.0,8,510
CS3196,88.0,4,239
CS3197,141.0,2,205
CS3198,26.0,6,435
CS3199,46.0,4,211
CS3200,146.0,3,210
CS3201,91.0,4,400
CS3202,62.0,4,308
CS3203,94.0,7,504
CS3204,56.0,6,393
CS3205,1.0,5,278
CS3206,3.0,6,441
CS3207,36.0,5,300
CS3208,213.0,4,262
CS3209,54.0,7,532
CS3210,45.0,6,518
CS3211,37.0,4,239
CS3212,120.0,3,201
CS3213,149.0,3,151
CS3214,78.0,1,85
CS3215,62.0,7,566
CS3216,61.0,7,512
CS3217,6.0,8,648
CS3218,7.0,7,539
CS3219,64.0,7,535
CS3220,2.0,7,543
CS3221,149.0,5,400
CS3222,15.0,7,527
CS3223,159.0,4,276
CS3224,45.0,3,220
CS3225,157.0,1,98
CS3226,240.0,2,100
CS3227,107.0,11,821
CS3228,102.0,10,744
CS3229,44.0,8,566
CS3230,120.0,7,393
CS3231,87.0,6,438
CS3232,76.0,2,182
CS3233,22.0,1,68
CS3234,5.0,7,494
CS3235,58.0,3,229
CS3236,4.0,5,375
CS3237,21.0,8,467
CS3238,1.0,6,378
CS3239,166.0,4,216
CS3240,109.0,4,252
CS3241,109.0,6,450
CS3242,55.0,9,649
CS3243,84.0,4,267
CS3244,214.0,4,346
CS3245,135.0,8,507
CS3246,20.0,4,254
CS3247,151.0,2,139
CS3248,56.0,3,166
CS3249,68.0,5,371
CS3250,63.0,4,278
CS3251,8.0,5,361
CS3252,31.0,3,161
CS3253,79.0,3,174
CS3254,55.0,4,285
CS3255,76.0,6,367
CS3256,163.0,3,156
CS3257,57.0,3,222
CS3258,102.0,10,722
CS3259,49.0,9,637
CS3260,39.0,6,482
CS3261,321.0,2,133
CS3262,19.0,9,590
CS3263,61.0,4,284
CS3264,36.0,4,303
CS3265,132.0,5,267
CS3266,245.0,3,219
CS3267,74.0,4,284
CS3268,148.0,5,356
CS3269,136.0,2,115
CS3270,4.0,14,1011
CS3271,41.0,11,712
