customer_id,rec,frec,val_mon
CS3272,56.0,4,290
CS3273,5.0,6,377
CS3274,48.0,7,426
CS3275,5.0,5,366
CS3276,21.0,5,314
CS3277,60.0,5,313
CS3278,14.0,3,241
CS3279,2.0,8,534
CS3280,72.0,3,174
CS3281,104.0,4,277
CS3282,28.0,6,437
CS3283,70.0,5,338
CS3284,34.0,4,254
CS3285,207.0,5,409
CS3286,78.0,5,243
CS3287,24.0,5,267
CS3288,212.0,3,220
CS3289,70.0,6,339
CS3290,58.0,8,485
CS3291,28.0,7,493
CS3292,36.0,4,322
CS3293,140.0,2,130
CS3294,1.0,5,309
CS3295,69.0,4,272
CS3296,39.0,4,331
CS3297,127.0,3,227
CS3298,1.0,3,155
CS3299,99.0,6,415
CS3300,9.0,4,253
CS3301,80.0,4,317
CS3302,32.0,7,533
CS3303,78.0,4,270
CS3304,175.0,7,477
CS3305,27.0,6,443
CS3306,20.0,4,332
CS3307,62.0,2,187
CS3308,45.0,4,292
CS3309,63.0,2,158
CS3310,97.0,4,307
CS3311,41.0,6,476
CS3312,191.0,2,134
CS3313,68.0,5,372
CS3314,25.0,5,347
CS3315,16.0,4,257
CS3316,1.0,3,220
CS3317,8.0,3,215
CS3318,202.0,5,379
CS3319,48.0,5,327
CS3320,38.0,3,191
CS3321,4.0,8,573
CS3322,49.0,8,568
CS3323,79.0,5,353
CS3324,21.0,5,391
CS3325,129.0,4,213
CS3326,71.0,5,372
CS3327,209.0,4,271
CS3328,60.0,3,250
CS3329,164.0,5,348
CS3330,49.0,3,226
CS3331,265.0,3,237
CS3332,57.0,5,302
CS3333,53.0,4,244
CS3334,34.0,7,478
CS3335,3.0,7,498
CS3336,12.0,3,197
CS3337,170.0,5,377
CS3338,42.0,3,146
CS3339,15.0,8,660
CS3340,24.0,8,593
CS3341,45.0,6,465
CS3342,24.0,2,124
CS3343,106.0,5,353
CS3344,175.0,2,137
CS3345,70.0,3,218
CS3346,241.0,1,101
CS3347,86.0,6,402
CS3348,22.0,11,816
CS3349,86.0,8,615
CS3350,6.0,5,258
CS3351,80.0,3,194
CS3352,50.0,6,455
CS3353,8.0,8,658
CS3354,42.0,4,232
CS3355,22.0,10,677
CS3356,66.0,7,592
CS3357,129.0,5,300
CS3358,332.0,2,127
CS3359,11.0,7,432
CS3360,155.0,2,115
CS3361,151.0,3,178
CS3362,124.0,6,377
CS3363,96.0,5,430
CS3364,74.0,5,339
CS3365,155.0,4,290
CS3366,37.0,10,791
CS3367,45.0,6,528
CS3368,26.0,8,432
CS3369,46.0,13,898
CS3370,5.0,3,238
CS3371,62.0,7,440
CS3372,12.0,7,530
CS3373,1.0,8,476
CS3374,66.0,4,267
CS3375,70.0,5,287
CS3376,22.0,6,415
CS3377,61.0,5,361
CS3378,97.0,5,409
CS3379,103.0,5,385
CS3380,113.0,2,164
CS3381,161.0,2,144
CS3382,13.0,5,314
CS3383,16.0,8,535
CS3384,10.0,5,325
CS3385,57.0,4,191
CS3386,174.0,6,381
CS3387,25.0,6,479
CS3388,30.0,3,135
CS3389,130.0,3,269
CS3390,69.0,3,217
CS3391,116.0,2,165
CS3392,104.0,4,266
CS3393,19.0,4,292
CS3394,79.0,6,482
CS3395,30.0,2,94
CS3396,28.0,5,341
CS3397,69.0,5,359
CS3398,31.0,5,348
CS3399,240.0,2,143
CS3400,18.0,5,400
CS3401,8.0,8,632
CS3402,95.0,4,317
CS3403,7.0,6,401
CS3404,14.0,7,583
CS3405,72.0,3,178
CS3406,66.0,8,449
CS3407,62.0,5,356
CS3408,7.0,12,924
CS3409,32.0,7,576
CS3410,7.0,10,759
CS3411,15.0,3,215
CS3412,130.0,3,217
CS3413,7.0,6,420
CS3414,57.0,6,386
CS3415,10.0,7,527
CS3416,22.0,5,313
CS3417,7.0,10,750
CS3418,38.0,4,282
CS3419,41.0,7,471
CS3420,6.0,12,904
CS3421,19.0,5,385
CS3422,279.0,2,174
CS3423,27.0,3,200
CS3424,27.0,5,359
CS3425,23.0,5,350
CS3426,47.0,13,931
CS3427,15.0,2,120
CS3428,143.0,6,446
CS3429,148.0,4,333
CS3430,64.0,6,405
CS3431,118.0,5,400
CS3432,70.0,4,314
CS3433,20.0,8,549
CS3434,181.0,5,305
CS3435,42.0,4,262
CS3436,114.0,5,324
CS3437,39.0,7,544
CS3438,201.0,4,268
CS3439,43.0,4,228
CS3440,13.0,11,716
CS3441,82.0,6,419
CS3442,10.0,9,473
CS3443,150.0,2,153
CS3444,63.0,7,503
CS3445,240.0,1,48
CS3446,18.0,4,301
CS3447,91.0,3,225
CS3448,42.0,6,448
CS3449,62.0,6,361
CS3450,168.0,2,86
CS3451,14.0,8,698
CS3452,14.0,7,574
CS3453,29.0,6,400
CS3454,36.0,4,250
CS3455,292.0,2,99
CS3456,68.0,6,520
CS3457,36.0,6,472
CS3458,4.0,7,438
CS3459,61.0,5,362
CS3460,54.0,2,179
CS3461,39.0,7,489
CS3462,96.0,6,438
CS3463,69.0,7,525
CS3464,29.0,6,450
CS3465,34.0,2,120
CS3466,12.0,4,274
CS3467,126.0,3,202
CS3468,66.0,6,478
CS3469,83.0,8,499
CS3470,63.0,6,436
CS3471,127.0,4,275
CS3472,74.0,6,380
CS3473,67.0,5,400
CS3474,85.0,3,161
CS3475,65.0,9,721
CS3476,78.0,3,241
CS3477,70.0,7,434
CS3478,9.0,3,130
CS3479,16.0,2,144
CS3480,7.0,6,474
CS3481,12.0,11,807
CS3482,82.0,5,349
CS3483,117.0,8,573
CS3484,154.0,2,141
CS3485,179.0,7,401
CS3486,156.0,6,424
CS3487,346.0,1,83
CS3488,44.0,4,223
CS3489,31.0,5,266
CS3490,8.0,3,165
CS3491,20.0,5,274
CS3492,9.0,9,644
CS3493,172.0,3,208
CS3494,77.0,3,218
CS3495,152.0,6,434
CS3496,36.0,5,363
CS3497,97.0,2,189
CS3498,12.0,5,312
CS3499,67.0,8,429
CS3500,33.0,7,471
CS3501,11.0,11,878
CS3502,112.0,3,175
CS3503,35.0,7,454
CS3504,10.0,8,619
CS3505,68.0,8,519
CS3506,196.0,2,76
CS3507,21.0,6,427
CS3508,46.0,4,244
CS3509,52.0,10,679
CS3510,65.0,8,436
CS3511,9.0,3,198
CS3512,9.0,3,240
CS3513,136.0,3,204
CS3514,62.0,9,670
CS3515,45.0,5,324
CS3516,19.0,4,271
CS3517,2.0,9,617
CS3518,10.0,11,699
CS3519,42.0,7,504
CS3520,42.0,4,342
CS3521,107.0,6,496
CS3522,98.0,2,97
CS3523,9.0,4,203
CS3524,42.0,6,343
CS3525,58.0,4,338
CS3526,11.0,6,390
CS3527,44.0,3,152
CS3528,135.0,2,111
CS3529,113.0,6,364
CS3530,112.0,8,569
CS3531,35.0,3,207
CS3532,259.0,1,65
CS3533,56.0,6,495
CS3534,53.0,7,473
CS3535,88.0,3,177
CS3536,97.0,6,442
CS3537,329.0,1,50
CS3538,39.0,3,235
CS3539,9.0,5,355
CS3540,13.0,5,296
CS3541,35.0,8,614
CS3542,111.0,2,179
CS3543,44.0,6,431
CS3544,65.0,6,393
CS3545,34.0,4,336
CS3546,82.0,5,343
CS3547,25.0,5,434
CS3548,38.0,9,615
CS3549,13.0,5,431
CS3550,75.0,5,299
CS3551,2.0,1,46
CS3552,3.0,8,541
CS3553,6.0,3,226
CS3554,39.0,7,635
CS3555,117.0,3,166
CS3556,121.0,3,219
CS3557,7.0,7,528
CS3558,13.0,3,201
CS3559,21.0,5,360
CS3560,3.0,6,368
CS3561,41.0,12,870
CS3562,91.0,4,261
CS3563,16.0,8,581
CS3564,52.0,6,309
CS3565,26.0,3,253
CS3566,15.0,4,301
CS3567,152.0,3,244
CS3568,46.0,7,480
CS3569,32.0,9,564
CS3570,2.0,7,405
CS3571,53.0,8,535
CS3572,225.0,1,60
CS3573,250.0,5,348
CS3574,18.0,6,471
CS3575,17.0,3,159
CS3576,69.0,4,241
CS3577,20.0,3,182
CS3578,118.0,3,208
CS3579,78.0,3,144
CS3581,61.0,3,191
CS3582,172.0,5,357
CS3583,36.0,5,338
CS3584,23.0,4,281
CS3585,37.0,4,272
CS3586,53.0,3,186
CS3587,101.0,4,284
CS3588,32.0,6,425
CS3589,72.0,7,470
CS3590,72.0,6,320
CS3591,71.0,10,665
CS3592,12.0,13,949
CS3593,10.0,7,503
CS3594,66.0,4,270
CS3595,7.0,7,457
CS3596,14.0,5,292
CS3597,63.0,5,312
CS3598,95.0,2,182
CS3599,65.0,2,179
CS3600,102.0,6,416
CS3601,102.0,4,254
CS3602,18.0,5,373
CS3603,52.0,6,393
CS3604,11.0,6,338
CS3605,63.0,5,312
CS3606,27.0,4,345
CS3607,16.0,5,373
CS3608,118.0,6,373
CS3609,38.0,5,310
CS3610,24.0,7,389
CS3611,32.0,4,369
CS3612,62.0,9,521
CS3613,93.0,4,349
CS3614,57.0,6,387
CS3615,55.0,6,501
CS3616,57.0,5,392
CS3617,24.0,6,531
CS3618,140.0,4,275
CS3619,5.0,6,439
CS3620,20.0,7,496
CS3621,80.0,3,192
CS3622,14.0,10,749
CS3623,60.0,9,635
CS3624,156.0,4,268
CS3625,67.0,3,232
CS3626,75.0,5,398
CS3627,107.0,6,346
CS3628,46.0,7,400
CS3629,2.0,5,360
CS3630,22.0,5,301
CS3631,33.0,7,479
CS3632,4.0,9,621
CS3633,94.0,5,299
CS3634,95.0,3,183
CS3635,42.0,5,320
CS3636,12.0,4,245
CS3637,37.0,6,421
CS3638,51.0,4,263
CS3639,8.0,6,439
CS3640,38.0,6,414
CS3641,37.0,7,539
CS3642,222.0,2,164
CS3643,66.0,3,186
CS3644,34.0,6,314
CS3645,38.0,7,569
CS3646,70.0,6,439
CS3647,14.0,3,192
CS3648,4.0,6,402
CS3649,19.0,11,760
CS3650,129.0,4,286
CS3651,179.0,5,314
CS3652,38.0,3,153
CS3653,28.0,3,278
CS3654,40.0,5,403
CS3655,47.0,5,312
CS3656,278.0,4,339
CS3657,53.0,8,498
CS3658,47.0,8,472
CS3659,30.0,2,149
CS3660,39.0,2,141
CS3661,8.0,5,316
CS3662,41.0,5,389
CS3663,44.0,5,340
CS3664,11.0,4,244
CS3665,79.0,6,429
CS3666,149.0,3,243
CS3667,28.0,6,420
CS3668,135.0,5,406
CS3669,8.0,5,396
CS3670,21.0,8,497
CS3671,109.0,6,400
CS3672,53.0,5,355
CS3673,3.0,7,576
CS3674,205.0,2,110
CS3675,38.0,6,404
CS3676,42.0,5,341
CS3677,14.0,3,192
CS3678,45.0,4,302
CS3679,243.0,4,206
CS3680,90.0,4,355
CS3681,5.0,6,424
CS3682,193.0,4,284
CS3683,20.0,5,404
CS3685,12.0,5,282
CS3686,140.0,4,353
CS3687,30.0,6,545
CS3688,16.0,12,877
CS3689,74.0,1,40
CS3690,20.0,3,172
CS3691,231.0,2,144
CS3692,57.0,6,415
CS3693,279.0,4,346
CS3694,85.0,7,459
CS3695,3.0,7,488
CS3696,206.0,3,178
CS3697,12.0,7,488
CS3698,12.0,2,89
CS3699,27.0,6,490
CS3700,34.0,6,474
CS3701,155.0,6,437
CS3702,66.0,9,609
CS3703,110.0,5,297
CS3704,221.0,3,229
CS3705,63.0,8,601
CS3706,12.0,8,543
CS3707,11.0,8,523
CS3708,16.0,6,414
CS3709,57.0,8,622
CS3710,3.0,7,436
CS3711,241.0,3,220
CS3712,21.0,9,665
CS3713,53.0,6,407
CS3714,35.0,4,382
CS3715,20.0,5,362
CS3716,32.0,3,110
CS3717,127.0,5,298
CS3718,71.0,6,432
CS3719,7.0,5,397
CS3720,53.0,6,400
CS3721,10.0,9,688
CS3722,47.0,4,336
CS3723,40.0,6,496
CS3724,203.0,3,203
CS3725,21.0,7,497
CS3726,22.0,8,586
CS3727,108.0,3,270
CS3728,20.0,6,339
CS3729,88.0,6,464
CS3730,16.0,7,609
CS3731,76.0,4,265
CS3732,171.0,3,168
CS3733,2.0,7,532
CS3734,101.0,3,212
CS3735,228.0,4,287
CS3736,100.0,6,447
CS3737,9.0,4,284
CS3738,36.0,4,223
CS3739,25.0,4,315
CS3740,6.0,6,335
CS3741,11.0,6,398
CS3742,10.0,6,395
CS3743,20.0,4,279
CS3744,5.0,5,292
CS3745,73.0,6,454
CS3746,74.0,3,224
CS3747,11.0,6,436
CS3748,114.0,3,218
CS3749,13.0,7,459
CS3750,29.0,6,398
CS3751,38.0,4,305
CS3752,33.0,5,291
CS3753,104.0,5,312
CS3754,96.0,3,234
CS3755,75.0,5,320
CS3756,31.0,5,311
CS3757,168.0,4,205
CS3758,235.0,3,202
CS3759,118.0,6,375
CS3760,170.0,3,192
CS3761,33.0,3,192
CS3762,21.0,6,421
CS3763,2.0,4,278
CS3764,87.0,3,150
CS3765,76.0,5,319
CS3766,179.0,1,48
CS3767,73.0,5,279
CS3768,24.0,7,520
CS3769,18.0,3,210
CS3770,35.0,9,573
CS3771,13.0,9,708
CS3772,82.0,4,201
CS3773,18.0,7,427
CS3774,338.0,1,99
CS3775,18.0,8,537
CS3776,70.0,9,666
CS3777,10.0,6,476
CS3778,25.0,7,476
CS3779,11.0,7,515
CS3780,42.0,5,289
CS3781,2.0,2,106
CS3782,220.0,1,93
CS3783,25.0,7,634
CS3784,75.0,6,451
CS3785,49.0,7,552
CS3786,47.0,3,217
CS3787,5.0,6,503
CS3788,73.0,10,573
CS3789,1.0,4,249
CS3790,1.0,6,473
CS3791,1.0,10,655
CS3792,125.0,4,352
CS3793,27.0,4,281
CS3794,59.0,8,509
CS3795,29.0,11,738
CS3796,35.0,4,328
CS3797,5.0,2,116
CS3798,100.0,4,335
CS3799,152.0,10,707
CS3800,11.0,6,364
CS3801,61.0,6,465
CS3802,27.0,6,401
CS3803,356.0,1,86
CS3804,240.0,3,200
CS3805,96.0,7,520
CS3806,161.0,2,111
CS3807,72.0,4,264
CS3808,32.0,3,234
CS3809,37.0,6,424
CS3810,213.0,3,193
CS3811,100.0,7,495
CS3812,25.0,7,461
CS3813,89.0,2,189
CS3814,45.0,4,316
CS3815,194.0,3,202
CS3816,38.0,5,360
CS3817,17.0,8,599
CS3818,118.0,3,278
CS3819,172.0,5,323
CS3820,78.0,4,307
CS3821,35.0,7,586
CS3822,6.0,6,419
CS3823,5.0,6,366
CS3824,75.0,6,437
CS3825,154.0,7,494
CS3826,38.0,5,349
CS3827,235.0,1,67
CS3828,91.0,3,176
CS3829,39.0,2,97
CS3830,67.0,8,539
CS3831,21.0,5,307
CS3832,42.0,8,471
CS3833,168.0,5,431
CS3834,12.0,2,102
CS3835,159.0,2,186
CS3836,34.0,5,300
CS3837,234.0,3,246
CS3838,156.0,5,243
CS3839,18.0,10,739
CS3840,101.0,7,373
CS3841,191.0,7,455
CS3842,182.0,5,365
CS3843,117.0,7,562
CS3844,95.0,6,382
CS3845,27.0,4,310
CS3846,10.0,4,240
CS3848,226.0,4,319
CS3849,213.0,3,144
CS3850,1.0,7,532
CS3851,45.0,10,768
CS3852,19.0,8,469
CS3853,106.0,8,595
CS3854,31.0,4,295
CS3855,26.0,3,177
CS3856,186.0,3,193
CS3857,78.0,5,365
CS3858,174.0,3,230
CS3859,111.0,4,291
CS3860,10.0,9,678
CS3861,28.0,6,365
CS3862,46.0,5,350
CS3863,32.0,5,395
CS3864,139.0,6,458
CS3865,133.0,2,93
CS3866,2.0,8,614
CS3867,209.0,5,338
CS3868,17.0,6,410
CS3869,215.0,2,188
CS3870,20.0,4,339
CS3871,3.0,7,480
CS3872,16.0,3,176
CS3873,19.0,9,567
CS3874,12.0,5,316
CS3875,109.0,4,284
CS3876,49.0,7,522
CS3877,4.0,6,308
CS3878,18.0,4,326
CS3879,34.0,3,248
CS3880,170.0,4,247
CS3881,3.0,6,492
CS3882,77.0,3,247
CS3883,80.0,6,428
CS3884,11.0,8,620
CS3885,15.0,10,754
CS3886,94.0,4,274
CS3887,52.0,4,299
CS3888,27.0,5,385
CS3889,173.0,1,54
CS3890,24.0,7,553
CS3891,12.0,5,353
CS3892,148.0,3,224
CS3893,26.0,5,398
CS3894,83.0,8,581
CS3895,96.0,4,292
CS3896,27.0,4,303
CS3897,65.0,8,613
CS3898,117.0,8,479
CS3899,50.0,6,455
CS3900,2.0,9,645
CS3901,45.0,6,436
CS3902,30.0,4,275
CS3903,140.0,4,316
CS3904,27.0,9,639
CS3905,246.0,1,44
CS3906,94.0,4,256
CS3907,12.0,10,755
CS3908,47.0,5,415
CS3909,95.0,6,442
CS3910,15.0,4,270
CS3911,11.0,9,647
CS3912,215.0,4,239
CS3913,118.0,5,398
CS3914,51.0,5,388
CS3915,240.0,1,85
CS3916,95.0,4,321
CS3917,17.0,8,579
CS3918,12.0,10,742
CS3919,25.0,4,273
CS3920,47.0,6,449
CS3921,114.0,2,199
CS3922,52.0,2,166
CS3923,218.0,3,228
CS3924,56.0,7,522
CS3925,9.0,4,198
CS3926,2.0,6,405
CS3927,122.0,8,621
CS3928,135.0,4,314
CS3929,3.0,6,455
CS3930,196.0,2,108
CS3931,229.0,1,51
CS3932,42.0,6,391
CS3933,136.0,3,248
CS3934,127.0,4,311
CS3935,42.0,8,439
CS3936,99.0,5,300
CS3937,158.0,5,375
CS3938,278.0,3,155
CS3939,24.0,6,420
CS3940,11.0,6,376
CS3941,120.0,6,384
CS3942,7.0,6,407
CS3943,25.0,5,286
CS3944,52.0,4,287
CS3945,57.0,5,405
CS3946,42.0,9,482
CS3947,33.0,5,339
CS3948,11.0,8,586
CS3949,15.0,6,440
CS3950,30.0,8,538
CS3951,84.0,3,239
CS3952,28.0,7,498
CS3953,123.0,5,323
CS3954,18.0,4,315
CS3955,13.0,6,403
CS3956,10.0,9,654
CS3957,33.0,4,274
CS3958,2.0,6,385
CS3959,5.0,6,380
CS3960,18.0,5,413
CS3961,56.0,4,312
CS3962,3.0,6,494
CS3963,19.0,7,454
CS3964,9.0,3,207
CS3965,117.0,3,207
CS3966,19.0,4,295
CS3967,115.0,6,426
CS3968,38.0,9,617
CS3969,68.0,5,370
CS3970,8.0,4,279
CS3971,181.0,3,214
CS3972,21.0,5,414
CS3973,70.0,3,145
CS3974,110.0,2,168
CS3975,41.0,9,649
CS3977,99.0,3,174
CS3978,108.0,4,225
CS3979,109.0,6,484
CS3980,38.0,6,457
CS3981,15.0,5,428
CS3982,11.0,4,244
CS3983,14.0,5,378
CS3984,15.0,5,308
CS3985,48.0,4,277
CS3986,102.0,3,202
CS3987,34.0,6,469
CS3988,90.0,6,349
CS3989,49.0,4,220
CS3990,104.0,5,356
CS3991,9.0,6,454
CS3992,5.0,6,374
CS3993,5.0,5,364
CS3994,4.0,8,633
CS3995,31.0,5,347
CS3996,47.0,7,503
CS3997,11.0,5,329
CS3998,15.0,6,506
CS3999,68.0,7,550
CS4000,109.0,4,229
CS4001,40.0,8,556
CS4002,66.0,4,278
CS4003,47.0,6,318
CS4004,15.0,6,436
CS4005,22.0,9,554
CS4006,78.0,6,487
CS4007,40.0,6,382
CS4008,97.0,6,533
CS4009,39.0,5,264
CS4010,5.0,6,469
CS4011,31.0,7,460
CS4012,65.0,7,415
CS4013,20.0,6,409
CS4014,147.0,2,189
CS4015,79.0,4,353
CS4016,22.0,6,402
CS4017,24.0,7,519
CS4018,57.0,7,528
CS4019,19.0,4,287
CS4020,244.0,4,280
CS4021,105.0,6,357
CS4022,50.0,8,658
CS4023,31.0,5,321
CS4024,88.0,4,231
CS4025,236.0,3,244
CS4026,13.0,6,413
CS4027,136.0,6,414
CS4028,189.0,7,549
CS4029,81.0,3,232
CS4030,64.0,10,631
CS4031,55.0,3,243
CS4032,58.0,5,431
CS4033,51.0,3,158
CS4034,33.0,5,412
CS4035,7.0,7,479
CS4036,91.0,2,139
CS4037,24.0,4,253
CS4038,50.0,4,304
CS4039,1.0,8,640
CS4040,84.0,4,260
CS4041,78.0,2,98
CS4042,71.0,2,157
CS4043,65.0,3,243
CS4044,38.0,9,585
CS4045,61.0,5,264
CS4046,94.0,5,437
CS4047,39.0,6,461
CS4048,33.0,9,723
CS4049,100.0,5,345
CS4050,120.0,3,199
CS4051,16.0,6,402
CS4052,61.0,2,171
CS4053,21.0,7,511
CS4054,27.0,6,434
CS4055,152.0,5,307
CS4056,100.0,4,332
CS4057,59.0,2,95
CS4058,226.0,2,119
CS4059,119.0,5,328
CS4060,138.0,5,404
CS4061,94.0,2,107
CS4062,4.0,3,252
CS4063,33.0,5,323
CS4064,1.0,6,401
CS4065,32.0,7,527
CS4066,26.0,8,523
CS4067,31.0,3,247
CS4068,4.0,7,570
CS4069,184.0,2,124
CS4070,2.0,7,492
CS4071,60.0,5,345
CS4072,46.0,4,281
CS4073,23.0,4,277
CS4074,102.0,13,858
CS4075,94.0,6,484
CS4076,7.0,8,556
CS4077,2.0,5,324
CS4078,24.0,3,208
CS4079,89.0,3,190
CS4080,68.0,5,320
CS4081,20.0,6,454
CS4082,4.0,6,424
CS4083,39.0,7,440
CS4084,34.0,6,372
CS4085,13.0,4,241
CS4086,205.0,4,229
CS4087,22.0,6,418
CS4088,4.0,8,564
CS4089,95.0,4,249
CS4090,59.0,6,431
CS4091,13.0,4,258
CS4092,175.0,3,217
CS4093,143.0,2,125
CS4094,229.0,3,249
CS4095,41.0,3,224
CS4096,25.0,6,428
CS4097,23.0,8,566
CS4098,3.0,3,193
CS4099,167.0,6,465
CS4100,36.0,3,202
CS4101,25.0,7,415
CS4102,18.0,9,604
CS4103,40.0,6,463
CS4104,69.0,4,316
CS4105,50.0,3,233
CS4106,168.0,9,594
CS4107,134.0,5,357
CS4108,33.0,4,329
CS4109,7.0,6,353
CS4110,77.0,5,341
CS4111,46.0,8,546
CS4113,76.0,3,190
CS4114,38.0,4,278
CS4115,91.0,7,474
CS4116,238.0,6,430
CS4117,29.0,5,321
CS4118,83.0,6,461
CS4119,119.0,1,38
CS4120,226.0,3,142
CS4121,286.0,3,218
CS4122,72.0,4,311
CS4123,6.0,10,723
CS4124,57.0,4,230
CS4125,244.0,3,191
CS4126,38.0,5,331
CS4127,27.0,5,405
CS4128,8.0,8,650
CS4129,114.0,6,299
CS4130,23.0,3,201
CS4131,98.0,3,190
CS4132,39.0,5,305
CS4133,9.0,5,319
CS4134,67.0,3,183
CS4135,29.0,6,423
CS4136,216.0,2,93
CS4137,40.0,7,540
CS4138,26.0,3,219
CS4139,158.0,5,338
CS4140,1.0,10,620
CS4141,38.0,5,384
CS4142,23.0,6,439
CS4143,222.0,2,110
CS4144,11.0,7,445
CS4145,100.0,6,440
CS4146,46.0,6,299
CS4147,25.0,4,265
CS4148,38.0,5,420
CS4149,68.0,4,331
CS4150,236.0,4,288
CS4151,64.0,3,208
CS4152,11.0,5,362
CS4153,4.0,2,134
CS4154,51.0,3,228
CS4155,2.0,6,368
CS4156,38.0,2,135
CS4157,207.0,3,174
CS4158,92.0,5,345
CS4159,212.0,3,208
CS4160,24.0,6,375
CS4161,16.0,6,437
CS4162,36.0,5,285
CS4163,128.0,8,630
CS4164,190.0,4,284
CS4165,12.0,4,301
CS4166,145.0,4,232
CS4167,36.0,7,451
CS4168,111.0,6,381
CS4169,87.0,7,521
CS4170,71.0,4,307
CS4171,23.0,4,237
CS4172,40.0,4,287
CS4173,245.0,2,79
CS4174,118.0,1,82
CS4175,9.0,6,382
CS4176,110.0,3,127
CS4177,26.0,6,494
CS4178,63.0,6,357
CS4179,77.0,5,399
CS4180,163.0,6,413
CS4181,73.0,6,394
CS4182,179.0,5,311
CS4183,62.0,5,392
CS4184,42.0,4,196
CS4185,101.0,1,71
CS4186,9.0,6,395
CS4187,2.0,4,298
CS4188,2.0,5,447
CS4189,22.0,6,417
CS4190,158.0,2,137
CS4191,30.0,5,400
CS4192,86.0,4,250
CS4193,38.0,9,653
CS4194,63.0,7,499
CS4195,13.0,2,117
CS4196,4.0,7,374
CS4197,68.0,8,548
CS4198,52.0,4,292
CS4199,13.0,8,588
CS4200,41.0,4,240
CS4201,16.0,4,325
CS4202,33.0,6,411
CS4203,3.0,4,261
CS4204,104.0,3,173
CS4205,13.0,2,141
CS4206,3.0,6,419
CS4207,49.0,7,486
CS4208,79.0,3,193
CS4209,38.0,4,301
CS4210,189.0,4,276
CS4211,58.0,6,483
CS4212,3.0,8,677
CS4213,74.0,6,341
CS4214,69.0,4,261
CS4215,21.0,10,702
CS4216,198.0,6,407
CS4217,55.0,6,445
CS4218,26.0,5,331
CS4219,134.0,5,387
CS4220,58.0,2,145
CS4221,91.0,5,327
CS4222,21.0,11,750
CS4223,15.0,6,543
CS4224,24.0,11,731
CS4225,12.0,10,805
CS4226,75.0,10,753
CS4227,24.0,11,799
CS4228,32.0,6,312
CS4229,28.0,4,348
CS4230,1.0,8,529
CS4231,13.0,5,425
CS4232,57.0,10,819
CS4233,18.0,7,547
CS4234,16.0,3,215
CS4235,78.0,3,173
CS4236,99.0,3,216
CS4237,60.0,4,234
CS4238,56.0,3,143
CS4239,7.0,5,358
CS4240,48.0,8,603
CS4241,7.0,2,143
CS4242,11.0,4,255
CS4243,70.0,8,559
CS4244,2.0,5,403
CS4245,134.0,5,309
CS4246,28.0,6,466
CS4247,81.0,3,265
CS4248,160.0,5,390
CS4249,14.0,4,325
CS4250,42.0,7,495
CS4251,11.0,5,337
CS4252,46.0,8,569
CS4253,141.0,3,193
CS4254,111.0,4,302
CS4255,36.0,7,431
CS4256,68.0,4,239
CS4257,9.0,8,639
CS4258,8.0,13,845
CS4259,6.0,7,503
CS4260,64.0,7,466
CS4261,185.0,3,224
CS4262,34.0,8,580
CS4263,1.0,6,364
CS4264,167.0,2,107
CS4265,80.0,1,81
CS4266,77.0,5,286
CS4267,74.0,5,281
CS4268,2.0,5,367
CS4269,34.0,3,198
CS4270,4.0,7,455
CS4271,26.0,7,524
CS4272,82.0,4,238
CS4273,204.0,4,356
CS4274,64.0,5,312
CS4275,50.0,4,290
CS4276,86.0,9,666
CS4277,118.0,6,391
CS4278,6.0,4,260
CS4279,53.0,3,217
CS4280,105.0,8,570
CS4281,268.0,2,109
CS4282,14.0,7,549
CS4283,105.0,3,187
CS4284,29.0,10,637
CS4285,29.0,4,275
CS4286,22.0,6,468
CS4287,85.0,6,389
CS4288,62.0,6,363
CS4289,68.0,4,277
CS4290,39.0,6,489
CS4291,179.0,3,249
CS4292,108.0,4,285
CS4293,29.0,5,372
CS4294,68.0,9,674
CS4295,166.0,5,328
CS4296,12.0,5,377
CS4297,48.0,5,409
CS4298,148.0,3,210
CS4299,51.0,5,372
CS4300,203.0,4,314
CS4301,89.0,7,491
CS4302,43.0,7,524
CS4303,83.0,11,662
CS4304,321.0,3,249
CS4305,48.0,5,352
CS4306,10.0,7,487
CS4307,10.0,5,306
CS4308,108.0,5,320
CS4309,106.0,6,459
CS4310,140.0,5,335
CS4311,120.0,4,279
CS4312,106.0,5,347
CS4313,123.0,5,370
CS4314,76.0,4,339
CS4315,46.0,1,97
CS4316,46.0,6,425
CS4317,50.0,3,187
CS4318,68.0,9,598
CS4319,70.0,3,227
CS4320,81.0,6,401
CS4321,218.0,3,184
CS4322,16.0,5,381
CS4323,116.0,3,241
CS4324,42.0,5,360
CS4325,43.0,4,313
CS4326,61.0,5,342
CS4327,91.0,4,295
CS4328,85.0,5,383
CS4329,60.0,7,539
CS4330,147.0,3,285
CS4331,294.0,1,42
CS4332,18.0,2,125
CS4333,50.0,8,450
CS4334,43.0,6,368
CS4335,84.0,5,301
CS4336,1.0,8,488
CS4337,61.0,2,71
CS4338,38.0,4,198
CS4339,2.0,10,603
CS4340,131.0,7,541
CS4341,28.0,6,434
CS4342,212.0,2,155
CS4343,85.0,4,299
CS4344,105.0,3,211
CS4345,26.0,4,295
CS4346,99.0,2,171
CS4347,4.0,7,588
CS4348,49.0,6,433
CS4349,103.0,7,546
CS4350,99.0,5,351
CS4351,162.0,5,280
