Concepto,2003 |  T1,2003 |  T2,2003 |  T3,2003 |  T4,2003 |  Anual,2004 |  T1,2004 |  T2,2004 |  T3,2004 |  T4,2004 |  Anual,2005 |  T1,2005 |  T2,2005 |  T3,2005 |  T4,2005 |  Anual,2006 |  T1,2006 |  T2,2006 |  T3,2006 |  T4,2006 |  Anual,2007 |  T1,2007 |  T2,2007 |  T3,2007 |  T4,2007 |  Anual,2008 |  T1,2008 |  T2,2008 |  T3,2008 |  T4,2008 |  Anual,2009 |  T1,2009 |  T2,2009 |  T3,2009 |  T4,2009 |  Anual,2010 |  T1,2010 |  T2,2010 |  T3,2010 |  T4,2010 |  Anual,2011 |  T1,2011 |  T2,2011 |  T3,2011 |  T4,2011 |  Anual,2012 |  T1,2012 |  T2,2012 |  T3,2012 |  T4,2012 |  Anual,2013 |  T1,2013 |  T2,2013 |  T3,2013 |  T4,2013 |  Anual,2014 |  T1,2014 |  T2,2014 |  T3,2014 |  T4,2014 |  Anual,2015 |  T1,2015 |  T2,2015 |  T3,2015 |  T4,2015 |  Anual,2016 |  T1,2016 |  T2,2016 |  T3,2016 |  T4,2016 |  Anual,2017 |  T1,2017 |  T2,2017 |  T3,2017 |  T4,2017 |  Anual,2018 |  T1,2018 |  T2,2018 |  T3,2018 |  T4,2018 |  Anual,2019 |  T1,2019 |  T2,2019 |  T3,2019 |  T4,2019 |  Anual,2020 |  T1,2020 |  T2,2020 |  T3,2020 |  T4,2020 |  Anual,2021 |  T1,2021 |  T2,2021 |  T3,2021 |  T4,2021 |  Anual,2022 |  T1 R,2022 |  T2 R,2022 |  T3 R,2022 |  T4 P,2022 |  Anual
Índice de volumen físico base 2013=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguascalientes,NA,NA,NA,NA,NA,2.387552159763942,6.318902126439568,1.323308895366253,7.605790512885164,4.419652747099761,5.404806762440529,2.137723770217036,1.5916523338919149,0.8472548875233343,2.4289059962571855,3.800800210478684,5.540891475830364,8.552601781090303,8.144222984036915,6.544722183989691,12.562423506167192,8.021097016829003,10.404322074288189,4.750675094833596,8.828567183006214,-1.116313159540411,3.9929893426795786,-0.03944160348063974,-1.0374187420277536,0.4290378824178873,-6.735508067172162,-9.434902325188816,-4.342292787306803,0.07057794824783059,-5.098401073498522,8.180184618756186,8.176769295224602,6.176084883392093,2.8377633827464166,6.248529498800153,4.044193519094335,4.37912861579683,2.4510694461235403,6.786394468321859,4.42118851906757,7.197998023829115,6.39676290792859,4.454569075779887,4.182686944410065,5.518923251071016,2.5185487974687533,4.179814752268143,3.968824574513704,1.5828006961107803,3.0496990856793076,10.356486946372542,8.611270185275032,9.22382945952478,12.651476565802255,10.220068615355487,3.461459200273282,4.440281357005247,4.946756099330813,3.418133362641072,4.062189466886991,4.850851070047341,9.181029350146773,6.791757314088613,6.292275140481735,6.786290768566829,8.350848768604806,-0.2945556257347022,1.8589190403226752,0.025442998563846686,2.377772913364538,2.9124597231398894,3.3989636247756465,3.1181525407273085,5.6617303664574905,3.7774919133360356,-1.600005098962754,0.8259743800827408,-1.060532732061489,-2.4409247282918756,-1.0851111001925062,-3.7625437664964636,-21.86753480475045,-4.761577306823625,-1.295069579539316,-7.925731416395507,2.4157260700467447,18.289447294371413,-5.2669982904318715,-8.238437605996495,0.9249588692829889,-5.314033219906378,-2.0460780050652403,1.3004090772406016,-1.535375193064354,-1.9697518922603479
Baja California,NA,NA,NA,NA,NA,0.7992273386281425,9.322737813437328,5.854506124478618,7.648508993265565,5.879853272466491,-0.03994069995619043,-1.07301080844681,3.6130950992870225,7.0570027603164505,2.364666347173184,4.324703527271652,5.034086910675867,6.9451480589206085,4.9037020805227485,5.314247861527193,2.4517811621561236,0.9184488859064857,2.261842229503003,-0.6354370630759121,1.219681182597185,3.023923510998273,2.4796124843391425,-2.6833106655793415,-5.962554065010522,-0.8719392931947283,-12.02989907631023,-13.124432337630225,-11.894063480395118,-6.254776571376993,-10.886220738326799,0.956725603632691,5.804967630856098,6.710412810604936,6.416273622646784,5.007186172771512,4.575178875176704,1.205142584848474,2.371654876835194,3.6835248712615822,2.9283540205739484,2.9276196869829647,5.223166264950208,3.4970582095743055,2.278929886215181,3.4771468005128554,2.955300908374653,1.5656485521729167,2.649346600074807,1.2289788376972552,2.0832707258431356,0.821937861994158,2.5577877136303755,1.6473391232016468,5.690045095433078,2.7060307056327275,8.022841342964,5.9866162155890095,7.574284183333077,6.400743498494805,6.972611945856627,4.333555899826962,4.903302253788539,4.431287832401125,5.142012125450648,4.7106611531567495,4.37838557163505,4.443301519117384,2.4840425017437724,2.0937010079714753,3.3189200102303715,3.2688979857642124,3.663029503791776,1.4329338607555968,0.90686696726317,2.2985852996453957,2.9226626502711213,0.3028953829665255,2.4911640179155086,0.9439810034843106,1.6406000341093687,0.7770079009646054,-17.880600214362047,-1.2074402673182618,3.690906538928587,-3.7064512348028273,1.1563582981749931,25.448069499417386,5.832878066310769,3.209267757194837,8.161069977051284,4.042034925476813,2.6980822196490664,2.4073405287067544,1.9992646157537735,2.763548080783835
Baja California Sur,NA,NA,NA,NA,NA,-1.438924823792732,11.375923808202998,7.1179411478620125,11.587078048589248,7.230231151096646,17.961177950198845,6.276232217473151,4.413506092204884,1.5820102133182274,7.175901224584962,5.178896332914945,5.834340263422774,9.723864258235267,7.972651848403416,7.16031578404413,8.914953066414384,10.487775659435812,19.75166522073033,14.347457321726537,13.393543081289039,10.201776585973406,10.520604147148973,-2.6847469634774797,-6.247609284294384,2.6138855219434447,-3.4243593383783804,-3.9880328913916827,-2.1033237509389835,7.705167311333213,-0.5841202053675119,5.014304031554872,1.0919950539046113,2.2643010311102216,0.3343209602074495,2.1392052395165138,3.730697524592543,2.359203860855331,4.203504786249198,4.35511166972266,3.6612096002247085,-0.8336648089541114,6.5530861062387515,1.1153184187549385,2.3987143205762322,2.2998190830903553,-2.1216419536644366,-5.658237546278883,-0.5972432737861908,0.5624105647929838,-1.9755198103496525,2.9912114168850934,1.8148999218172435,0.5138279705245026,-1.6540361576909106,0.8688135426214671,14.295174495945957,14.657774306322736,11.116832791814545,9.94290788337608,12.491590989675828,-3.1952556883817067,-2.599447529502555,5.9974565110332065,10.554550512738885,2.6264312317952943,5.68399960031951,11.13465100709557,17.157951837286504,9.022701441443985,10.771258214575468,19.17900540104975,22.05286042382002,19.25734359367226,7.261001093245056,16.730371929538947,-5.998260844830298,-7.9928084892756885,-12.016058855023246,-6.394206550282888,-8.225677832356354,-9.602681063500413,-41.17150338069238,-26.306210401748714,-15.001137697110707,-23.309747564770348,-12.642230879482696,46.67772292165938,24.808826595624595,14.713539680188674,15.811137077515497,18.40931057237603,2.4736599287833485,8.220155182780957,3.7980453960384324,7.740247561195204
Campeche,NA,NA,NA,NA,NA,0.5404973002695073,2.3015034636194116,0.6622667109637064,1.1114944181192925,1.150316714841253,-0.6284271929494167,0.3789642991564506,-4.049041595834595,-3.577622147409869,-1.984524509491166,1.2589737407759714,-2.247382866951014,-1.4918223615220256,-6.87466522038423,-2.3353522733767704,-7.6614925400674565,-6.395452686277125,-7.606412074572319,-4.502182990483732,-6.576570431328079,-7.217254960486059,-10.762145101366627,-8.215120267473452,-7.656304406369969,-8.478949546250732,-9.325226762615202,-10.31353192021281,-10.138382908919539,-10.135420234708178,-9.971231956050758,-6.190194108794955,-2.591250866429448,-2.7471004159580588,-2.0334852010253712,-3.4311341993131066,-2.8173459648217687,-3.979329717995256,-5.583706614831499,-2.190459084274366,-3.64269005161475,-4.317798739427829,-2.9641966189667244,1.2370551661448559,-0.28021527239648947,-1.6127624765184976,1.4332879794186795,1.8597424148017154,0.7563169505120868,-0.4864619878413521,0.8811007127397659,-1.646905054701591,-4.452661366473336,-7.0975895568549845,-6.26007865627173,-4.868189518764439,-6.137151363653402,-9.29518170765246,-5.425304442015246,-7.3439230545170915,-7.052179701986745,-5.597041512428305,-4.4896128429466415,-5.958451789587784,-7.162968199947628,-5.801773411629824,-9.76277813122691,-8.315473744546992,-13.909739662737579,-9.803353729798118,-10.444290760986547,-5.9138641765435125,-2.6269343523784414,3.6071976683843303,-0.8364549519894666,-1.5648180821934972,-2.728094417645366,-2.6089093614978793,-2.3458314182345816,-1.484654104469982,-2.295968632316203,0.20045911853942755,-9.19967302952827,-10.390219359312596,-7.931457184386147,-6.831390787008445,-6.863759270712848,-0.36016109861111545,-3.035989436090105,-5.712326338320736,-4.070242679686501,-6.458377449027921,-7.01915437777636,-5.052304692242373,-3.3198354450109804,-5.500263801254448
Coahuila de Zaragoza,NA,NA,NA,NA,NA,3.6206797945971942,4.309576597099223,2.5304884435762887,1.1651632330832484,2.879323493100273,-0.8104046240514577,2.990662889882259,2.6501722651918413,3.742938271320753,2.165013799689916,7.136599648127088,6.14403202188565,4.426260644957296,1.3689416386307869,4.711657608315889,-0.37437425858486506,3.4421174770586305,5.535689525014064,7.9208065630851365,4.1604483142831015,6.401473595604884,0.9874628066060467,-2.6986231162733247,-5.718381150502012,-0.4299645609422811,-19.250121255221615,-21.290714605465993,-14.06078185101461,-6.918350012190174,-15.451565354985945,14.244821557208923,22.77800372002399,17.466700098290616,11.255582869906604,16.287635773201444,10.798166130515739,5.468139865946853,5.429919243196338,5.791783076769235,6.787471965323348,6.061567390461647,7.6480344391648885,5.210457646702622,1.3574623278978777,5.035231504935794,-4.050313174051411,-3.7704281405638653,-1.9625575473151429,1.5537978422309493,-2.064376074574909,4.358885957065439,3.7218778993868966,3.8190440886954207,3.739603805918364,3.9037335800174304,0.44636405429265835,0.17882285310535906,2.4020514848732972,0.3274499883406037,0.842478776508031,2.802275400001534,1.319085542616662,-0.49570238540813705,2.356899607540157,1.4745085473569617,4.51964843841364,6.573632293453585,4.794598965113536,4.723712310134957,5.151379361391449,1.9404721541649224,2.395140868121672,0.8672261397533418,-0.8684691705945085,1.0663979778751127,-1.1700218649184393,-0.797734288878047,1.447382335555531,-2.291518831803458,-0.7026633640737572,-5.172778468173874,-25.526382785289,-10.905423355429804,-2.872257246068216,-11.253703783246337,-0.39938103017746585,28.031536975813566,1.0408253494830007,-1.0332064135979095,5.877151304314836,-1.4474211841002784,-2.0401858475398456,2.5712485163574144,3.2098822730205967,0.5608128927312492
Colima,NA,NA,NA,NA,NA,2.7128983232960593,-2.698410220035484,-0.4371436805266029,0.9628433277963495,0.09023560027405608,-0.5892440695148196,2.5979544514141537,1.0430063007641763,-0.2982194931867639,0.6846030512857482,8.946811407702242,6.595188507713672,4.308408969526226,5.391756994352036,6.263884660370579,13.95772186869064,7.93395224337776,3.3652229601422334,2.513304780104633,6.883119950442108,-1.9238463716132514,-0.07359035667070657,5.84056767516384,3.8860922350437903,1.8411100804141398,-5.614233269184751,-4.225562798823873,-3.928231483982188,1.094298603184356,-3.175043145178165,6.938109401684514,6.266398953225959,6.089515263413986,9.60469097057748,7.2537610909242005,7.265155837161657,10.753614134414264,10.094281220325158,1.4096481360135016,7.260194698110212,1.4713635699259697,4.014246122280184,0.9046722120063606,5.383110078966368,2.951070870190577,2.141663372474085,0.8442192996505895,0.7449562436529362,0.23404567261482612,0.974327370215434,5.765834278107391,-0.14917110246088328,1.498973928021897,2.984000881857199,2.49480571149536,0.0913556353106344,0.8570077671607379,3.7120046067795585,4.5863802759697165,2.3209519524280324,2.6401543471141053,2.6098519542464373,2.925048410710062,3.062278950101131,2.8141386620030175,1.0790225834013825,3.8099768783720833,3.7513865353201936,5.280935008629257,3.5132392245953383,3.788517175301692,6.410669995251212,3.0629611304921553,-1.1424062835329352,2.93180986390918,3.4470912318410853,1.6644645028516862,4.53092825749583,5.809652245671344,3.873090629748674,2.058231532849547,-11.558915295134327,-10.226641585244096,-8.823940529034488,-7.241269875972776,-7.567019948838777,4.349450655129743,2.2798999011816647,2.249114586942852,0.1599283893471295,4.958329237407739,2.3165973746883424,-0.46816936883260496,-0.3457535138199006,1.5707981031239768
Chiapas,NA,NA,NA,NA,NA,-6.6933015925460495,-4.5154527484884,-2.4756340122247735,-1.7926810765055876,-3.928425863762257,-0.13831245088795185,3.5831654576419965,0.20429551107814348,-0.4219726483720052,0.7986001647922478,-0.64529942261548,1.9225380582118987,7.397401080687558,5.115814849273633,3.3855319253944316,7.819957947479253,1.76774866009319,-1.7736890716936387,-0.9809156537003645,1.6593253855096606,-3.7403305764277235,1.9466962523881648,5.103691153297319,6.140168028265862,2.278321618712866,3.2752882124043055,-2.9561019512513838,-0.862129437057888,-1.7689089518569006,-0.6161793461834293,0.6670110150876383,5.319526791307766,9.397172489261749,6.957628918241369,5.56722232508173,4.642706953180408,5.713058396995024,-0.045215867945898935,2.3757676789344373,3.1208803769265785,3.59483839368815,-0.2544189253912492,1.473328109667051,2.7762789968626294,1.8919675743880475,-4.456365166661996,-1.3655636678012968,-2.385830134938743,2.692322929922696,-1.337513042829869,8.213911830431854,6.123139245768755,6.04226238512733,-1.0981842482616884,4.664546648858206,-2.787375354896085,-1.7922167069330044,-2.616197515948201,-1.2829850500794038,-2.1145292437823286,2.5872347219858085,0.11576051103449458,-1.446809954560834,-2.2730393219152347,-0.27016392488248187,-0.7368570035408766,-4.460704416625163,-3.7404614574700474,-4.282701840157827,-3.293484683762557,-3.9972009216043887,-3.6535350574861525,-0.7473181201448966,-5.798360962423871,-3.572549408344699,-3.7104424193573067,-4.1488868128633385,-2.9993036371427877,2.0861910429431845,-2.2339969365822014,2.4658504012850244,-9.306772074684801,-2.4028644694954693,-2.1332961057375854,-2.765750985104873,1.5350043970046698,14.919037348665,2.60279803452687,3.733303384761925,5.3949495807816135,2.9523675490916474,5.342662049230171,7.561447568900377,5.180690597852333,5.216993799989652
Chihuahua,NA,NA,NA,NA,NA,1.94656171109186,8.631161491512756,5.94811235844719,1.7340384709138874,4.504654005166756,2.738176829409582,2.2028493421696567,2.7640462151250773,5.533134811869701,3.331404648210622,7.622293863051155,7.203827013428679,7.920742359271941,8.466974242600656,7.816006895719241,3.274983557936963,4.509810808207291,4.150524625717253,2.4387706095247523,3.578945497329528,2.5838566285854654,3.6373746748785294,-0.3047405581622371,-0.09176452321294448,1.4133139369920826,-7.478488000285012,-13.228259486846,-8.550208606874577,-6.701769610100044,-9.009607804130681,0.9376097599807593,7.542577439410067,4.747672581132889,3.4756055096947307,4.168065351994159,0.5421298488719657,1.169584452218956,1.8090473189827492,5.435662833328763,2.305813829129491,10.11389970670919,7.167547021009014,7.759450302986238,5.066588808246337,7.424885578561003,2.562212801712718,7.081045927436875,2.613496877467526,2.6982205559867225,3.7293640147277642,1.8722626432977165,0.30080608814060383,3.3657826829797983,2.3761669996786168,1.9742836845437495,6.544007024127566,2.4492733563850067,5.4399541541127405,6.163824235684288,5.1368601580592355,2.8033710867421604,6.385820797399049,4.289713590222107,4.901106838332737,4.614306521432468,5.540664221737956,4.0379482837474825,2.3137701376599438,1.3556963265627786,3.236910982322371,-0.22953429135425552,2.0254937724055537,2.448554626916561,4.641738352438878,2.28112850183291,4.853333520817785,2.031741465639584,1.1669095750200142,-1.3575113859276797,1.5605370479960783,-0.34257344604948514,-16.56672863942444,-3.7227929089405762,-2.3044269816314937,-5.774651712430597,-1.4598456957357797,18.512338605504027,3.5788301870396992,0.8459994761694816,4.891472722885922,3.965524618108134,5.221431859513245,5.565787728941359,4.17260551867129,4.737293660906403
Ciudad de México,NA,NA,NA,NA,NA,3.20033269499298,4.031011399235496,4.541512970314798,5.817649071485803,4.408039278268049,-1.2960185600852299,2.4566798997406494,3.707949042267984,0.6815163059219458,1.3984081815833491,6.923299298496929,4.771188691284195,5.4874787870808035,3.659328110393133,5.165038603846341,-0.665177199329122,1.1434892255651903,2.4496069190875147,2.6780511246743117,1.4251339545601809,-0.9726536408716129,1.521006529212272,3.2026696962808927,2.9874533886494277,1.7365244188528806,-1.037909348269423,-8.273022799242511,-2.74478353040908,-1.9189877345471302,-3.5861523137117928,6.369020859162163,4.961984624699767,0.6838905145650784,2.5982476238086747,3.5722078894716986,3.3196740100557918,2.5998868798641155,4.825232716746328,3.4675964929986662,3.5512723862347855,4.8416503817639835,4.639269732070844,1.7784138105438956,4.576288991601146,3.9516723419209114,-0.5599301755528785,2.181073904011214,2.524906995889367,1.7182741170686455,1.4856744290997739,4.8507704837029735,2.5032197425516074,2.0151864889364646,2.083717131955069,2.8239349355815335,4.345930023975171,3.6954327650029484,5.16979170947107,4.444008245824222,4.4110833919007035,1.7586270795420376,3.2230696228232176,1.8027174971668103,5.242589511670161,3.0469336279595183,5.796889928213233,2.555877848163064,2.262391773418713,1.5622289476866484,2.9861105790524647,-0.9591064333043278,2.97289279008001,4.841037617127,3.6767527460408047,2.65699059925862,3.2941151347034747,-1.2883685300390653,-0.19179146975305628,-0.7487437582397263,0.20404911853697172,-1.5102659736639765,-18.188762740117667,-9.8452706238959,-5.750533791705976,-8.805664111193877,-1.4306343969369948,22.9908684106249,0.6584054823937606,-6.623347092766323,3.067423167519891,-4.515623278407645,-1.9801123882343319,6.173572855966782,5.23966410482393,1.119907488055503
Durango,NA,NA,NA,NA,NA,7.401316534117242,4.649818570152547,2.638025443482775,-1.5813446072567672,3.099314599287723,-4.887815463747003,-0.13053486171999396,-2.6753180802441676,0.8590038136174343,-1.6874032843091982,5.225134141222071,2.264939963012907,3.9000509445400837,2.6343871902246434,3.4749230495508385,3.2347523727111422,0.3339939017504463,0.11140607101769717,2.145699826984199,1.4475651343268652,-0.4799598974589827,4.694690996305312,3.9631693681434257,-0.6032957709322488,1.8518771025141945,-1.2342781256661652,-3.222009237332145,-2.625999931577809,0.6777172605702191,-1.5926220193407516,1.2574240567987545,5.619741309895659,3.735430985096926,4.4585628501253325,3.792185933477299,7.502418664150397,2.8745960368664356,2.595369827159047,3.9240261881842997,4.163000157208856,0.5820352448368027,5.775520494237469,5.479241446779028,3.163190571166737,3.7593811284810386,4.169136559182334,3.1509393768916567,3.36851881356435,2.7532248470834446,3.339703214472209,1.283845797984327,2.0259379900818004,2.1984776944460265,2.7018824380263595,2.071282444094109,-0.011608195631367835,0.0313484882077546,1.2287753997462119,-1.36609349479113,-0.04173066223323474,3.3388788852783335,3.187218811437859,2.695329791962209,6.78886896394792,4.029725089633615,4.525949519325508,0.29870749684937437,-1.0656637618540685,-5.27726600539502,-0.5490117497932232,-0.2275813361816148,1.0968773611504474,2.4502137069670766,2.060408170670968,1.359354807985241,3.169945017420119,1.6520638022374072,0.12133826680023674,-1.28421262965864,0.8769929956757636,-2.9789009658313432,-14.49135142678169,-6.3230150225111,-3.737523461507209,-6.906661878097225,0.5316542093108296,13.948460481461652,4.874672734895142,3.4922653109933606,5.498092685366785,-1.0019458252164384,-0.6429894369800877,0.22830186611255954,-0.74205670237437,-0.5349348933232534
Guanajuato,NA,NA,NA,NA,NA,1.448079114899997,5.202352429214358,1.212375630344269,3.583790750227948,2.8741050246419206,-0.22899526393862857,-0.5003335262545363,1.2518885395801789,2.6886784803977264,0.814365387132753,6.213913877849905,4.897609616852748,5.858421683212242,3.4237992168435767,5.063809545144267,3.0174628895149027,1.2784088845020847,1.5814316184281267,3.4009101426622834,2.3202649972463973,2.321350729038116,7.088089842710303,3.0498231742486013,-0.6273363557446316,2.9248930851072004,-3.7419962256086023,-10.100996371148725,-3.2954378343849555,0.3999372261795031,-4.2442308634636845,4.682731730267918,10.190860760422595,7.500333193107323,7.108509897392224,7.368823787910486,6.629585227345004,6.299812943038603,6.35297438071774,4.784308185882296,5.993110212127249,5.339518708904194,1.8311270313457584,4.145105135262625,5.312380132894816,4.1518328072768185,2.234417793068033,3.7124389661942843,5.5619567681204956,4.943848402829872,4.1430427992655865,4.459334787477999,3.5266497786751643,3.5832340559008884,5.523871628948697,4.2903337914058,7.4063753641028285,10.765447042476367,3.654834314340789,0.5724896728888353,5.445242193713341,0.733534287446048,0.21773213437892025,4.818883457430488,6.072597050880574,2.979027410628362,8.430607926837965,5.081161719170794,2.9240615969681016,2.2457960650067434,4.5818891826672825,1.0053464225518383,3.7094623837206484,0.2674354156279861,0.10761013828144428,1.2653916940788434,-0.5950888161408159,-1.9479995404090857,-1.1276366813100225,-2.609948508846003,-1.58389833704517,-0.33004600589525523,-22.048916126785585,-5.126250035010031,-1.2113742364028042,-7.263518351107848,-1.9342347504298516,23.188173586679113,2.0993131975317425,-0.3788239700892859,4.875684469085044,0.6798624772433044,2.6425916970532484,4.391127302335633,5.10755282681626,3.2138824299422737
Guerrero,NA,NA,NA,NA,NA,8.338311119501356,5.393162375338818,6.4589284544901915,1.743344545669288,5.387575758122722,2.5796273067887796,0.03315700071109973,0.6069917893454004,2.324311658949412,1.3824689547210056,1.1097833059594393,3.5347076814579594,1.4390270228539492,2.765317109811434,2.213279533169384,2.9617685253725057,0.9616129670053652,1.8033811565068874,4.8825065994754056,2.675734814134259,1.8955091561123396,4.982079709384934,2.6207664072958323,-2.4948353200683187,1.6619448903865077,-2.7404145853952855,-7.524381009101518,-3.6863755243591214,0.3930330996898732,-3.3826282850276073,1.147160648163009,7.556582340308623,6.6361896794312685,5.81241554496188,5.292810698389957,5.141094054451841,1.4096623421375938,0.15036732306188583,-1.4123407444964045,1.2212139068665806,0.42412658795905145,2.736808933061809,0.7621052774656931,2.8159131662753225,1.697286677204346,-0.4022502337197267,1.4937663977172093,0.8387811792597262,-0.6286475588063638,0.31766949420971,4.137606759853796,3.5303318444693303,3.0777388110286807,5.382386282726344,4.043495149289299,2.388890442425847,2.7298750126553557,0.6913425464949512,-2.225625179466192,0.8440528403136511,6.00589199800649,0.12002188119741675,2.106640681571619,-0.03603433500212816,2.0055981892312076,-3.403908311958503,-0.08108063499059881,0.028536802894322477,3.3573355238461886,-0.038792504850633236,5.429405788885106,3.3308649729624022,1.8349388705222367,0.7717381052523677,2.815873335163886,1.0609669784679312,-0.7321619427471404,0.8078415296402,-1.0017380214984115,0.026497306869117665,-2.3096418686992592,-21.767980146994162,-8.8021388180304,-3.917683546700019,-9.169560473620692,-6.896625204839438,20.497622648063896,3.6067970914285468,2.1784594950105003,3.9939026930124015,5.13125918451918,3.6014371910319483,4.831741514881173,1.4039944243900493,3.70697849538098
Hidalgo,NA,NA,NA,NA,NA,8.91019583662505,5.986463630244458,6.742982047657648,5.291590554005964,6.681133087718962,-1.8883362753522164,-0.21131518625612955,-1.0119320781906822,-0.04299379507217793,-0.7704534446960452,3.772084217597893,2.8638562367334828,2.1893368199217917,2.4550664366552013,2.8045712724295413,2.212816893222808,0.4106839200887862,4.119592675005194,5.977050552407064,3.1989464054968266,5.48608311521707,7.035358575631307,4.619291744533612,-2.476926244045316,3.5431302747843887,-3.9571824481692204,-9.129765349602991,-8.54084600092159,-3.511584143833275,-6.331028874981627,-0.5708622811838637,7.543043840542779,6.114983358342599,8.709111905868312,5.482359386305674,4.447745842591161,1.6035677857040014,6.258348279515019,3.7995068818720767,4.0065237559083045,4.5081612675521825,3.18478539793918,2.0102647008331473,5.6002221642029895,3.8345756076076043,2.371527946664571,6.298777836207009,3.707831261185518,2.3851845179150075,3.674090243579073,7.139151509541676,3.4147870003213683,5.442561954994446,5.081969702845086,5.230699751939127,4.170002909915809,7.966748136145924,5.4472654445987985,7.944227640373342,6.430494179148411,9.994192754105867,5.769405024707638,2.6484420367706605,-1.8775119365219837,3.91912021951606,-1.0513825520339708,-1.6795349936704014,1.3532314992371823,3.284274146479845,0.47778720852403467,4.603674374806005,3.2844589695918245,2.728801928556308,-0.2397943834613443,2.5463386685626688,1.2455213591525478,-4.129198311548691,-2.115896548753099,-1.5084956728445462,-1.6401651131470487,-5.1026013296156805,-17.370578252691587,-11.61724320820835,-7.735012406142644,-10.389912214871714,-6.278613046778105,12.488609071906893,4.782854946136041,2.612874124549208,2.986849991185167,7.1037828405350325,8.3664480545538,9.861346204835769,9.54465207545067,8.734414243826322
Jalisco,NA,NA,NA,NA,NA,3.219383909444673,2.8156134553045717,3.1700390958467892,3.016235104373834,3.054376379591517,-1.335539436063442,3.508500658868712,2.1681998365248347,6.7577367916298385,2.7941199828616163,8.756203874104159,5.024670943860897,4.121411534355161,3.191300858879927,5.210712873294639,2.062523234013483,2.550960836953209,4.870471859501379,2.8067950385675573,3.062055326660669,0.6720726648136832,1.9095247673015052,0.9930997451626382,-1.1432329555252778,0.5950483190761702,-5.461701883558106,-9.314304267432632,-4.89012226956919,-1.3298174469321538,-5.253184517661964,4.80867153180597,9.391434560177686,5.770753212332153,5.428529796400113,6.325580961082196,3.258005108069284,1.4532068045236315,3.5204433902737264,3.753981432568736,3.001627698959794,5.271690842042801,4.069118150026725,3.5669084720028224,4.782690796793631,4.420923199182397,0.9741888835101236,4.674628916623973,2.050246086347414,1.700085458687738,2.340293126189394,3.078320715971344,4.0383146984788,5.8317469781113545,6.050869183192901,4.779027716134891,4.979482697847089,3.1899754080583875,5.653072323300407,0.5450380484447663,3.525684851093615,4.738256689735152,3.730710260600304,2.811899147503354,4.767126840572146,4.004460258494788,4.199232529697937,0.810965301313999,2.350223403309542,2.2640836829981055,2.3919396564616306,2.075826694433715,4.075096105752436,2.190863553717776,2.389934282563729,2.67376845940872,2.221824029107239,1.2307037301654304,0.460899829499553,-0.9454737551520367,0.7168155757861143,-2.809938572509523,-17.54051624238008,-8.163129240971955,-1.3619525082934132,-7.440385187856208,-1.221368972550792,18.578725534908898,5.476712473237228,0.87503063686205,5.390940328729442,5.831181658521899,9.186880744621945,8.003339560896848,4.707490265526857,6.914902452366633
México,NA,NA,NA,NA,NA,1.4018253003075216,1.1729628021991232,1.5012162511894616,5.6736524988529595,2.4262812615695424,0.7313371502139177,1.651640672487403,3.3743066606111825,3.684978125757425,2.378004614073916,7.515126466598105,5.141281397771152,3.2342656417302607,2.9930468698653243,4.668568338250381,1.2959461879607659,1.9153262564610287,3.948209720295523,4.597293310354317,2.9509362421627117,2.2916833309803337,3.7797590555848757,0.9933741553849416,-2.360465943347208,1.1383802585330045,-7.166181039855829,-9.385714806242149,-4.253237218727762,1.0567018524752427,-4.959037831518913,8.661424097670107,8.728995763909936,7.608742925347144,6.1094478267841055,7.735453863141345,5.26006746563435,5.880435211786562,4.669769776599324,2.776552036180462,4.616390051792834,4.1861439952284485,2.5799551147473494,3.6022451993036952,7.184718400950274,4.405819854091476,2.813639974827268,3.3157455548282826,1.8344037902107573,-0.2791207344017721,1.877590976900521,1.5102064802359223,2.5178929775002956,2.935210094180846,3.841211658272627,2.7204044741010733,3.6404718604533315,2.374316462249155,3.255927657863978,2.9953331289102323,3.0586754130762444,1.6006248601513136,4.923324589832362,2.0005720307458006,2.5952256537157723,2.787461653738731,4.214268977213237,1.813397283511108,3.9971944422702705,9.050704281185332,4.810507869267582,6.400943220719981,6.239172335213269,3.2728570380552213,-2.0891342563796513,3.289255118767059,-2.069316084594533,-3.1721877291754623,-2.2187343077978596,0.5632060648011077,-1.7095839873347671,2.617911354701178,-16.380440325147916,-6.900161739693118,-2.6442434017952934,-5.848280979196048,-4.843777194797369,19.83223872925302,5.979187667163984,4.744558924360277,5.865325147285034,1.6909302188911255,0.6596927953915355,3.0245363797707654,2.8885291596742206,2.077001321255409
