,Depth,Temperature,Cast,Cruise,Latitude,Longitude,Day,Month,Year,Ts
14206,318.87,12.49,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14207,320.91,12.4,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14208,322.95,12.41,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14209,324.99,12.41,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14210,327.03,12.41,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14211,329.07,12.41,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14212,331.12,12.31,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14213,333.16,12.3,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14214,335.2,12.21,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14215,337.24,12.13,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14216,339.28,12.1,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14217,341.32,12.04,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14218,343.36,12.04,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14219,345.4,12.04,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14220,347.44,12.04,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14221,349.48,12.04,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14222,351.53,11.95,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14223,353.57,11.95,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14224,355.61,11.94,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14225,357.65,11.86,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14226,359.69,11.86,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14227,361.73,11.87,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14228,363.77,11.77,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14229,365.81,11.77,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14230,367.85,11.77,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14231,369.89,11.77,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14232,371.93,11.68,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14233,373.97,11.68,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14234,376.02,11.67,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14235,378.06,11.59,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14236,380.1,11.51,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14237,382.14,11.5,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14238,384.18,11.51,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14239,386.22,11.4,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14240,388.26,11.4,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14241,390.3,11.31,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14242,392.34,11.31,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14243,394.38,11.24,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14244,396.42,11.22,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14245,398.46,11.22,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14246,400.5,11.22,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14247,402.54,11.22,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14248,404.58,11.2,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14249,406.62,11.14,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14250,408.66,11.13,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14251,410.7,11.04,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14252,412.74,11.04,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14253,414.78,11.01,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14254,416.82,10.96,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14255,418.86,10.96,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14256,420.9,10.86,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14257,422.94,10.86,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14258,424.98,10.78,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14259,427.02,10.77,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14260,429.06,10.78,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14261,431.1,10.68,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14262,433.14,10.69,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14263,435.18,10.6,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14264,437.22,10.48,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14265,439.26,10.4,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14266,441.3,10.37,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14267,443.34,10.31,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14268,445.38,10.32,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14269,447.42,10.21,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14270,449.46,10.22,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14271,451.5,10.23,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14272,453.54,10.13,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14273,455.58,10.13,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14274,457.62,10.13,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14275,459.66,10.13,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14276,461.7,10.03,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14277,463.74,9.95,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14278,465.78,9.87,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14279,467.82,9.86,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14280,469.86,9.86,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14281,471.9,9.76,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14282,473.94,9.74,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14283,475.98,9.68,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14284,478.02,9.48,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14285,480.06,9.41,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14286,482.1,9.4,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14287,484.14,9.3,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14288,486.18,9.24,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14289,488.22,9.22,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14290,490.26,9.12,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14291,492.29,9.12,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14292,494.33,9.11,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14293,496.37,9.04,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14294,498.41,8.93,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14295,500.45,8.84,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14296,502.49,8.78,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14297,504.53,8.75,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14298,506.57,8.66,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14299,508.61,8.65,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14300,510.65,8.65,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14301,512.69,8.65,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14302,514.72,8.65,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14303,516.76,8.6,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14304,518.8,8.56,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14305,520.84,8.54,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14306,522.88,8.47,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14307,524.92,8.41,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14308,526.96,8.37,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14309,529.0,8.29,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14310,531.04,8.2,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14311,533.07,8.19,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14312,535.11,8.19,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14313,537.15,8.19,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14314,539.19,8.19,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14315,541.23,8.19,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14316,543.27,8.2,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14317,545.31,8.1,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14318,547.35,8.1,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14319,549.38,8.1,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14320,551.42,8.02,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14321,553.46,8.01,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14322,555.5,8.0,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14323,557.54,7.92,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14324,559.58,7.88,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14325,561.62,7.82,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14326,563.65,7.82,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14327,565.69,7.81,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14328,567.73,7.81,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14329,569.77,7.81,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14330,571.81,7.79,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14331,573.85,7.72,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14332,575.88,7.66,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14333,577.92,7.63,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14334,579.96,7.63,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14335,582.0,7.63,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14336,584.04,7.56,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14337,586.07,7.54,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14338,588.11,7.44,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14339,590.15,7.44,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14340,592.19,7.44,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14341,594.23,7.44,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14342,596.26,7.44,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14343,598.3,7.44,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14344,600.34,7.36,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14345,602.38,7.35,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14346,604.42,7.35,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14347,606.45,7.27,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14348,608.49,7.26,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14349,610.53,7.16,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14350,612.57,7.16,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14351,614.61,7.16,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14352,616.64,7.16,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14353,618.68,7.17,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14354,620.72,7.07,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14355,622.76,7.07,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14356,624.79,7.07,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14357,626.83,7.07,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14358,628.87,7.07,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14359,630.91,7.07,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14360,632.94,7.07,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14361,634.98,7.07,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14362,637.02,6.98,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14363,639.06,6.89,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14364,641.09,6.79,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14365,643.13,6.78,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14366,645.17,6.69,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14367,647.21,6.69,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14368,649.24,6.6,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14369,651.28,6.59,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14370,653.32,6.6,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14371,655.36,6.5,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14372,657.39,6.5,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14373,659.43,6.5,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14374,661.47,6.5,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14375,663.5,6.41,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14376,665.54,6.41,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14377,667.58,6.41,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14378,669.61,6.41,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14379,671.65,6.41,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14380,673.69,6.41,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14381,675.73,6.31,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14382,677.76,6.31,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14383,679.8,6.31,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14384,681.84,6.31,10270706,99-0           ,20.82,-86.58,19,11,1982,18.45096154
14385,45.12,26.94,10270707,99-0           ,20.88,-86.5,20,11,1982,17.70921569
14386,110.54,24.94,10270707,99-0           ,20.88,-86.5,20,11,1982,17.70921569
14387,128.93,22.94,10270707,99-0           ,20.88,-86.5,20,11,1982,17.70921569
14388,156.52,20.94,10270707,99-0           ,20.88,-86.5,20,11,1982,17.70921569
14389,188.18,18.95,10270707,99-0           ,20.88,-86.5,20,11,1982,17.70921569
14390,206.57,17.45,10270707,99-0           ,20.88,-86.5,20,11,1982,17.70921569
14391,250.48,14.95,10270707,99-0           ,20.88,-86.5,20,11,1982,17.70921569
14392,315.82,12.95,10270707,99-0           ,20.88,-86.5,20,11,1982,17.70921569
14393,405.62,10.96,10270707,99-0           ,20.88,-86.5,20,11,1982,17.70921569
14394,508.62,8.96,10270707,99-0           ,20.88,-86.5,20,11,1982,17.70921569
14395,564.69,7.96,10270707,99-0           ,20.88,-86.5,20,11,1982,17.70921569
14396,682.87,5.96,10270707,99-0           ,20.88,-86.5,20,11,1982,17.70921569
14397,0.02,27.02,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14398,1.1,27.05,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14399,3.26,27.05,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14400,5.42,27.05,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14401,7.58,27.05,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14402,9.74,27.05,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14403,11.9,27.05,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14404,14.05,27.05,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14405,16.21,27.05,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14406,18.37,27.05,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14407,20.52,27.05,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14408,22.68,27.05,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14409,24.84,27.05,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14410,26.99,27.15,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14411,29.15,27.14,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14412,31.3,27.14,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14413,33.45,27.14,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14414,35.61,27.14,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14415,37.76,27.14,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14416,39.91,27.14,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14417,42.06,27.14,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14418,44.22,27.14,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14419,46.37,27.14,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14420,48.52,27.14,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14421,50.67,27.14,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14422,52.82,27.14,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14423,54.97,27.14,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14424,57.12,27.08,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14425,59.26,26.98,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14426,61.41,26.88,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14427,63.56,26.66,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14428,65.71,26.58,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14429,67.85,26.45,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14430,70.0,26.31,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14431,72.14,26.2,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14432,74.29,26.11,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14433,76.43,26.05,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14434,78.58,26.01,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14435,80.72,25.92,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14436,82.86,25.82,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14437,85.0,25.75,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14438,87.15,25.65,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14439,89.29,25.51,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14440,91.43,25.27,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14441,93.57,25.08,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14442,95.71,24.93,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14443,97.85,24.71,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14444,99.99,24.7,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14445,102.13,24.62,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14446,104.26,24.62,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14447,106.4,24.58,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14448,108.54,24.53,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14449,110.68,24.53,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14450,112.81,24.43,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14451,114.95,24.35,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14452,117.08,24.35,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14453,119.22,24.32,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14454,121.35,24.26,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14455,123.49,24.17,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14456,125.62,24.07,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14457,127.75,24.07,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14458,129.89,23.92,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14459,132.02,23.69,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14460,134.15,23.54,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14461,136.28,23.39,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14462,138.41,23.34,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14463,140.54,23.2,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14464,142.67,22.91,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14465,144.8,22.79,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14466,146.93,22.68,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14467,149.06,22.51,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14468,151.18,22.32,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14469,153.31,22.12,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14470,155.44,21.96,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14471,157.56,21.73,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14472,159.69,21.51,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14473,161.81,21.33,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14474,163.94,21.15,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14475,166.06,21.07,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14476,168.19,21.06,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14477,170.31,20.97,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14478,172.43,20.87,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14479,174.55,20.74,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14480,176.68,20.54,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14481,178.8,20.45,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14482,180.92,20.37,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14483,183.04,20.23,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14484,185.16,20.04,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14485,187.28,19.81,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14486,189.4,19.64,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14487,191.51,19.46,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14488,193.63,19.35,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14489,195.75,19.27,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14490,197.87,19.15,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14491,199.98,19.09,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14492,202.1,19.09,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14493,204.21,19.08,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14494,206.33,18.94,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14495,208.44,18.67,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14496,210.56,18.57,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14497,212.67,18.34,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14498,214.78,18.2,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14499,216.9,18.2,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14500,219.01,18.13,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14501,221.12,18.11,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14502,223.23,18.11,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14503,225.34,18.03,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14504,227.45,17.88,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14505,229.56,17.7,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14506,231.67,17.67,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14507,233.78,17.46,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14508,235.89,17.23,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14509,237.99,17.04,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14510,240.1,16.95,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14511,242.21,16.67,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14512,244.31,16.44,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14513,246.42,16.31,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14514,248.52,16.04,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14515,250.63,15.88,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14516,252.73,15.65,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14517,254.83,15.52,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14518,256.94,15.52,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14519,259.04,15.52,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14520,261.14,15.49,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14521,263.24,15.44,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14522,265.34,15.34,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14523,267.44,15.29,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14524,269.54,15.16,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14525,271.64,15.15,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14526,273.74,15.08,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14527,275.84,14.89,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14528,277.94,14.84,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
14529,280.04,14.8,10270709,99-0           ,20.93,-86.44,20,11,1982,18.58226415
